Course,GPA,Year
SPAN 2813,3.75 ,2012
SPAN 2813,2.70 ,2013
MATH 4432,2.85 ,2010
MATH 4432,3.50 ,2011
MATH 4432,3.50 ,2013
MATH 4431,3.20 ,2008
MATH 4431,3.13 ,2009
MATH 4431,3.67 ,2010
MATH 4431,3.22 ,2011
MATH 4431,2.88 ,2012
PUBP 4833,3.36 ,2011
PUBP 4833,3.40 ,2012
PUBP 4833,3.11 ,2013
BIOL 1511,2.90 ,2008
BIOL 1511,3.14 ,2009
BIOL 1511,3.30 ,2010
BIOL 1511,3.10 ,2011
BIOL 1511,3.55 ,2012
PHIL 3050,2.63 ,2012
PHIL 3050,3.52 ,2013
MSE 4754,3.50 ,2008
MSE 4754,4.00 ,2009
MSE 4754,3.75 ,2010
MSE 4754,4.00 ,2011
MSE 4754,3.00 ,2012
MSE 4754,4.00 ,2013
AE 4801,4.00 ,2012
AE 4803,3.96 ,2008
AE 4803,4.00 ,2009
AE 4803,3.81 ,2010
AE 4803,3.82 ,2011
AE 4803,3.60 ,2013
BC 2600,3.37 ,2008
BC 2600,3.75 ,2009
BC 2600,3.95 ,2010
BC 2600,2.83 ,2011
BC 2600,3.29 ,2012
PHYS 2901,3.83 ,2008
PHYS 2901,4.00 ,2009
PHYS 2901,4.00 ,2010
PHYS 2901,3.91 ,2011
PHYS 2901,3.25 ,2012
ME 3720,3.12 ,2008
ME 3720,2.94 ,2009
ME 3720,2.97 ,2010
ME 3720,2.67 ,2011
ME 3720,2.95 ,2012
ME 3720,3.16 ,2013
KOR 4002,4.00 ,2012
KOR 4002,3.85 ,2013
ARCH 3135,4.00 ,2013
SPAN 3254,3.50 ,2010
BMED 4400,3.63 ,2008
BMED 4400,3.00 ,2009
BMED 4400,3.00 ,2010
BMED 4400,3.33 ,2011
BMED 4400,3.00 ,2012
BMED 4400,3.17 ,2013
CHBE 4525,3.57 ,2008
CHBE 4525,3.26 ,2009
CHBE 4525,3.44 ,2010
CHBE 4525,3.54 ,2011
CHBE 4525,3.20 ,2012
CHBE 4525,2.92 ,2013
FREN 3551,4.00 ,2012
ID 3510,3.62 ,2011
ID 3510,3.85 ,2012
ID 3510,3.83 ,2013
HTS 4823,3.76 ,2008
HTS 4823,2.67 ,2009
HTS 4823,3.67 ,2010
HTS 4823,3.92 ,2011
HTS 4823,3.59 ,2012
LING 4901,4.00 ,2008
PUBP 4010,3.29 ,2010
PUBP 4010,3.46 ,2011
PUBP 4010,3.58 ,2012
CEE 4793,4.00 ,2008
CEE 4793,2.67 ,2010
CEE 4793,2.50 ,2011
CEE 4793,2.50 ,2013
CEE 4791,3.00 ,2008
CEE 4791,3.67 ,2009
CEE 4791,2.50 ,2010
CEE 4791,3.67 ,2011
CEE 4791,3.33 ,2012
BIOL 4699,3.90 ,2008
BIOL 4699,3.97 ,2009
BIOL 4699,3.92 ,2010
BIOL 4699,3.91 ,2011
BIOL 4699,3.92 ,2012
BIOL 4699,3.96 ,2013
BIOL 4697,4.00 ,2012
BIOL 4697,4.00 ,2013
BIOL 4690,3.86 ,2008
BIOL 4690,3.92 ,2009
BIOL 4690,3.87 ,2010
BIOL 4690,3.95 ,2011
BIOL 4690,3.83 ,2012
BIOL 4690,3.94 ,2013
CEE 4550,2.67 ,2008
CEE 4550,3.03 ,2009
CEE 4550,2.98 ,2010
CEE 4550,3.15 ,2011
CEE 4550,3.32 ,2012
GRMN 3697,3.89 ,2008
GRMN 3697,3.88 ,2009
GRMN 3697,3.67 ,2010
GRMN 3697,3.56 ,2011
GRMN 3696,3.74 ,2008
GRMN 3696,3.92 ,2009
GRMN 3696,3.59 ,2010
GRMN 3696,3.40 ,2011
GRMN 3696,3.71 ,2012
GRMN 3696,3.68 ,2013
GRMN 3695,3.48 ,2008
GRMN 3695,3.48 ,2009
GRMN 3695,3.70 ,2010
GRMN 3695,3.56 ,2011
GRMN 3695,3.54 ,2012
GRMN 3695,3.56 ,2013
PUBP 4651,4.00 ,2008
PUBP 4651,4.00 ,2009
PUBP 4651,4.00 ,2010
PUBP 4651,4.00 ,2011
PUBP 4651,4.00 ,2012
PUBP 4651,4.00 ,2013
ARBC 1813,3.75 ,2008
ARBC 1813,3.73 ,2009
ARBC 1813,3.25 ,2010
ARBC 1813,3.22 ,2011
PUBP 4652,2.00 ,2008
PUBP 4652,3.75 ,2009
PUBP 4652,4.00 ,2010
PUBP 4652,4.00 ,2011
INTA 4007,3.50 ,2008
INTA 4007,3.32 ,2009
CS 3240,2.95 ,2008
CS 3240,2.82 ,2009
CS 3240,2.78 ,2010
CS 3240,2.92 ,2011
CS 3240,2.98 ,2012
CS 3240,3.04 ,2013
CS 4210,2.97 ,2008
CS 4210,2.63 ,2009
CS 4210,3.75 ,2011
CS 4210,3.00 ,2012
CS 4690,3.24 ,2008
CS 4690,3.50 ,2009
PHIL 3127,3.27 ,2012
PHIL 3127,3.53 ,2013
CS 4699,3.88 ,2008
CS 4699,3.84 ,2009
CS 4699,3.97 ,2010
CS 4699,3.73 ,2011
CS 4699,3.78 ,2012
CS 4699,3.80 ,2013
FREN 1001,3.51 ,2008
FREN 1001,3.69 ,2009
FREN 1001,3.62 ,2010
FREN 1001,3.72 ,2011
FREN 1001,3.75 ,2012
FREN 1001,3.81 ,2013
CHBE 4764,3.69 ,2008
CHBE 4764,3.55 ,2009
CHBE 4764,3.59 ,2010
CHBE 4764,3.49 ,2011
CHBE 4764,3.64 ,2012
FREN 1002,3.48 ,2008
FREN 1002,3.49 ,2009
FREN 1002,3.53 ,2010
FREN 1002,3.57 ,2011
FREN 1002,3.70 ,2012
FREN 1002,3.73 ,2013
CS 2803,2.96 ,2011
CS 2803,3.52 ,2012
CS 2803,3.93 ,2013
CS 4365,4.00 ,2008
CS 4365,4.00 ,2009
CS 4365,3.94 ,2010
CS 4365,3.73 ,2011
CS 4365,3.30 ,2012
CS 4365,3.78 ,2013
CHBE 4760,3.50 ,2008
CHBE 4760,3.20 ,2010
CHBE 4760,3.20 ,2012
MATH 1502,2.59 ,2008
MATH 1502,2.66 ,2009
MATH 1502,2.75 ,2010
MATH 1502,2.79 ,2011
MATH 1502,2.88 ,2012
MATH 1502,2.68 ,2013
ID 4510,3.15 ,2012
ARCH 4011,3.16 ,2008
ARCH 4011,3.36 ,2009
ARCH 4011,3.75 ,2010
ARCH 4011,3.54 ,2011
ARCH 4011,3.76 ,2012
PTFE 2699,4.00 ,2008
PTFE 2699,3.75 ,2009
PTFE 2699,4.00 ,2010
NRE 4404,3.18 ,2008
NRE 4404,2.82 ,2009
NRE 4404,4.00 ,2013
PSYC 4270,3.67 ,2011
CS 2200,2.72 ,2008
CS 2200,2.76 ,2009
CS 2200,2.66 ,2010
CS 2200,2.87 ,2011
CS 2200,2.84 ,2012
CS 2200,2.81 ,2013
ECE 3710,3.11 ,2008
ECE 3710,3.04 ,2009
ECE 3710,3.06 ,2010
ECE 3710,3.06 ,2011
ECE 3710,3.25 ,2012
ECE 3710,3.21 ,2013
MUSI 4201,4.00 ,2008
MUSI 4201,4.00 ,2009
MUSI 4201,4.00 ,2010
MUSI 4201,4.00 ,2011
MUSI 4201,4.00 ,2012
MUSI 4202,4.00 ,2008
MUSI 4202,4.00 ,2009
MUSI 4202,4.00 ,2010
MUSI 4202,4.00 ,2011
MUSI 4202,4.00 ,2012
MUSI 4202,4.00 ,2013
MSE 3220,3.33 ,2013
PST 3790,3.00 ,2008
MATH 4080,3.75 ,2008
MATH 4080,4.00 ,2009
MATH 4080,4.00 ,2010
MATH 4080,3.90 ,2011
MATH 4080,3.83 ,2012
MATH 4080,4.00 ,2013
PHYS 2902,4.00 ,2009
PHYS 2902,4.00 ,2010
PHYS 2902,4.00 ,2011
PHYS 2902,4.00 ,2012
PHYS 2902,4.00 ,2013
BC 4803,3.75 ,2008
BC 4803,3.63 ,2009
BC 4803,3.96 ,2010
BC 4803,3.89 ,2011
BC 4803,3.88 ,2012
BC 4803,3.93 ,2013
ME 3210,2.90 ,2013
ID 4206,3.81 ,2012
ID 4201,3.64 ,2008
ID 4201,3.22 ,2009
ID 4201,3.69 ,2010
ID 4201,3.77 ,2011
ID 4201,4.00 ,2012
ID 4201,4.00 ,2013
ID 4202,3.49 ,2008
ID 4202,3.18 ,2009
ID 4202,3.59 ,2010
ID 4202,3.14 ,2011
ID 4202,3.55 ,2012
ID 4202,3.68 ,2013
CS 3750,3.30 ,2008
CS 3750,3.55 ,2009
CS 3750,3.24 ,2010
CS 3750,3.22 ,2011
CS 3750,3.48 ,2012
CS 3750,3.22 ,2013
BIOL 3600,2.61 ,2008
BIOL 3600,2.82 ,2009
BIOL 3600,2.87 ,2010
BIOL 3600,3.04 ,2011
BIOL 3600,3.19 ,2012
BIOL 3600,3.09 ,2013
GRMN 4901,4.00 ,2008
GRMN 4901,4.00 ,2009
INTA 2220,2.74 ,2008
INTA 2220,2.96 ,2009
INTA 2220,3.29 ,2010
INTA 2220,3.52 ,2011
INTA 2220,3.25 ,2012
NRE 3212,2.74 ,2008
NRE 3212,3.24 ,2009
ME 2699,3.60 ,2008
ME 2699,3.80 ,2009
ME 2699,4.00 ,2010
ME 2699,3.93 ,2011
ME 2699,3.89 ,2012
ME 2699,3.93 ,2013
PHYS 3232,3.11 ,2008
PHYS 3232,1.95 ,2009
PHYS 3232,3.21 ,2010
PHYS 3232,2.61 ,2011
PHYS 3232,3.40 ,2012
CEE 4802,4.00 ,2010
CEE 4802,4.00 ,2012
ISYE 4311,2.00 ,2011
ISYE 4311,2.52 ,2012
ISYE 4311,2.59 ,2013
ARCH 4801,4.00 ,2008
ARCH 4801,3.91 ,2010
ARCH 4801,4.00 ,2011
ARCH 4801,4.00 ,2012
ARCH 4801,4.00 ,2013
ARCH 4803,3.66 ,2008
ARCH 4803,3.66 ,2009
ARCH 4803,3.48 ,2010
ARCH 4803,3.60 ,2011
ARCH 4803,3.91 ,2012
ARCH 4803,3.73 ,2013
ARCH 4802,4.00 ,2012
CS 2110,2.45 ,2008
CS 2110,2.84 ,2009
CS 2110,2.54 ,2010
CS 2110,2.37 ,2011
CS 2110,2.65 ,2012
CS 2110,2.84 ,2013
HTS 4001,3.58 ,2008
HTS 4001,3.63 ,2012
HTS 4002,2.89 ,2010
HTS 4002,3.53 ,2011
CS 4980,3.79 ,2008
CS 4980,3.83 ,2009
CS 4980,3.89 ,2010
CS 4980,3.92 ,2011
CS 4980,4.00 ,2012
CS 4980,4.00 ,2013
INTA 4833,4.00 ,2009
INTA 4833,4.00 ,2010
INTA 4833,4.00 ,2011
INTA 4833,4.00 ,2012
INTA 4833,4.00 ,2013
CHIN 4901,4.00 ,2009
CHIN 4901,4.00 ,2012
APPH 3751,2.95 ,2008
APPH 3751,2.48 ,2009
APPH 3751,2.40 ,2010
APPH 3751,2.59 ,2011
APPH 3751,2.42 ,2012
MUSI 2202,4.00 ,2008
MUSI 2202,4.00 ,2009
MUSI 2202,4.00 ,2010
MUSI 2202,4.00 ,2011
MUSI 2202,4.00 ,2012
MUSI 2202,4.00 ,2013
MUSI 2201,4.00 ,2008
MUSI 2201,3.90 ,2009
MUSI 2201,4.00 ,2010
MUSI 2201,4.00 ,2011
MUSI 2201,4.00 ,2012
CHEM 3481,2.99 ,2008
CHEM 3481,3.18 ,2009
CHEM 3481,3.07 ,2010
CHEM 3481,3.22 ,2011
CHEM 3481,2.99 ,2012
CHEM 3481,2.86 ,2013
CS 2804,3.88 ,2012
CS 2804,3.40 ,2013
ECE 4270,3.16 ,2008
ECE 4270,2.81 ,2009
ECE 4270,3.44 ,2010
ECE 4270,3.13 ,2011
ECE 4270,3.21 ,2012
ECE 4270,3.13 ,2013
ECE 4271,3.75 ,2008
ECE 4271,3.86 ,2009
ECE 4271,4.00 ,2010
ECE 4271,3.63 ,2011
ECE 4271,3.89 ,2012
PSYC 3011,2.74 ,2008
PSYC 3011,3.06 ,2009
PSYC 3011,2.80 ,2010
PSYC 3011,2.99 ,2011
PSYC 3011,3.43 ,2012
PSYC 3011,3.43 ,2013
HTS 4005,3.44 ,2012
PSYC 2015,3.15 ,2008
PSYC 2015,2.99 ,2009
PSYC 2015,3.01 ,2010
PSYC 2015,3.01 ,2011
PSYC 2015,2.95 ,2012
PSYC 2015,3.00 ,2013
BMED 2803,3.33 ,2013
ISYE 3770,3.04 ,2008
ISYE 3770,3.14 ,2009
ISYE 3770,3.07 ,2010
ISYE 3770,3.13 ,2011
ISYE 3770,3.11 ,2012
ISYE 3770,2.98 ,2013
MUSI 2113,4.00 ,2008
MUSI 2113,4.00 ,2009
MUSI 2113,4.00 ,2010
MUSI 2113,3.89 ,2011
MUSI 2113,4.00 ,2012
MUSI 2113,4.00 ,2013
MUSI 2112,4.00 ,2008
MUSI 2112,4.00 ,2009
MUSI 2112,4.00 ,2010
MUSI 2112,4.00 ,2011
MUSI 2112,4.00 ,2012
ARCH 4105,3.58 ,2008
ARCH 4105,3.36 ,2009
ARCH 4105,3.14 ,2010
ARCH 4105,3.09 ,2011
ARCH 4106,2.53 ,2008
ARCH 4106,3.38 ,2009
ARCH 4106,2.93 ,2010
ARCH 4106,3.75 ,2011
ARCH 4106,3.33 ,2012
ARCH 4107,4.00 ,2010
ARCH 4107,3.36 ,2011
ARCH 4107,3.80 ,2012
ARCH 4107,3.63 ,2013
ARCH 4109,3.67 ,2008
ARCH 4109,3.40 ,2009
ARCH 4109,4.00 ,2010
GRMN 4010,3.60 ,2008
GRMN 4010,3.60 ,2009
GRMN 4012,3.79 ,2008
MATH 4782,3.34 ,2009
ECON 4813,3.52 ,2008
ECON 4813,2.94 ,2009
ECON 4813,3.31 ,2010
ECON 4813,3.73 ,2011
ECON 4813,3.14 ,2012
ECON 4813,3.25 ,2013
AS 2210,3.74 ,2008
AS 2210,3.21 ,2009
AS 2210,3.16 ,2010
AS 2210,3.60 ,2011
AS 2210,3.49 ,2012
MGT 3310,3.21 ,2008
MGT 3310,3.25 ,2009
MGT 3310,3.30 ,2010
MGT 3310,3.19 ,2011
MGT 3310,3.43 ,2012
MGT 3310,3.63 ,2013
LCC 4102,4.00 ,2008
LCC 4102,3.89 ,2009
LCC 4102,3.89 ,2010
LCC 4102,3.50 ,2011
LCC 4102,3.60 ,2012
LCC 4102,3.75 ,2013
LCC 4100,3.47 ,2008
LCC 4100,3.15 ,2009
LCC 4100,3.30 ,2010
LCC 4100,3.51 ,2011
LCC 4100,3.79 ,2012
LCC 4100,4.00 ,2013
MATH 3012,2.47 ,2008
MATH 3012,2.82 ,2009
MATH 3012,2.75 ,2010
MATH 3012,2.73 ,2011
MATH 3012,2.99 ,2012
MATH 3012,2.94 ,2013
BC 3610,3.70 ,2008
BC 3610,3.39 ,2009
BC 3610,3.55 ,2010
BC 3610,3.39 ,2011
BC 3610,3.48 ,2012
BC 3610,3.29 ,2013
BMED 3500,3.18 ,2008
LCC 3234,4.00 ,2008
LCC 3234,4.00 ,2009
LCC 3234,3.40 ,2010
LCC 3234,3.92 ,2011
LCC 3234,3.98 ,2012
LCC 3234,3.94 ,2013
MSE 4775,3.32 ,2010
MSE 4775,3.12 ,2011
MSE 4775,2.77 ,2012
MSE 4775,3.29 ,2013
HTS 3083,3.14 ,2009
HTS 3083,3.19 ,2010
HTS 3083,2.94 ,2012
MSE 4776,4.00 ,2011
MSE 4776,3.00 ,2012
MSE 4776,3.50 ,2013
COE 2001,2.94 ,2008
COE 2001,2.82 ,2009
COE 2001,2.91 ,2010
COE 2001,2.94 ,2011
COE 2001,2.98 ,2012
COE 2001,3.02 ,2013
BMED 3100,2.71 ,2008
BMED 3100,2.41 ,2009
BMED 3100,2.89 ,2010
BMED 3100,2.68 ,2011
BMED 3100,2.64 ,2012
BMED 3100,2.43 ,2013
MGT 4303,3.03 ,2008
MGT 4303,3.03 ,2009
MGT 4303,3.14 ,2010
MGT 4303,3.27 ,2011
MGT 4303,3.07 ,2012
MGT 4303,3.15 ,2013
BC 4730,3.97 ,2008
BC 4730,3.62 ,2009
BC 4730,3.80 ,2010
BC 4730,3.60 ,2011
BC 4730,4.00 ,2012
BC 4735,3.00 ,2008
BC 4735,3.11 ,2009
BC 4735,3.22 ,2010
BC 4735,4.00 ,2011
MGT 2200,3.11 ,2008
MGT 2200,3.10 ,2009
MGT 2200,3.12 ,2010
MGT 2200,3.40 ,2011
MGT 2200,3.37 ,2012
MGT 2200,3.43 ,2013
MGT 4309,3.28 ,2011
MGT 4309,3.18 ,2012
MGT 4309,3.14 ,2013
MGT 4308,2.96 ,2011
MGT 4308,3.42 ,2012
MGT 4308,3.38 ,2013
CEE 4300,2.86 ,2008
CEE 4300,3.30 ,2009
CEE 4300,3.18 ,2010
CEE 4300,3.21 ,2011
CEE 4300,3.64 ,2012
CEE 4300,2.62 ,2013
CS 1050,3.10 ,2008
CS 1050,2.94 ,2009
CS 1050,2.69 ,2010
CS 1050,2.76 ,2011
APPH 3801,3.86 ,2013
APPH 3803,2.90 ,2012
APPH 3803,4.00 ,2013
APPH 3802,3.60 ,2013
ECE 2893,2.89 ,2011
PUBP 4823,3.62 ,2011
PUBP 4823,3.50 ,2012
APPH 4100,3.00 ,2008
APPH 4100,3.00 ,2009
APPH 4100,3.13 ,2010
APPH 4100,2.75 ,2012
APPH 4100,3.67 ,2013
ISYE 3790,3.25 ,2008
ISYE 3790,3.34 ,2009
GRMN 3024,3.46 ,2008
GRMN 3024,3.33 ,2009
GRMN 3024,3.62 ,2011
GRMN 3024,2.85 ,2012
GRMN 3025,2.78 ,2008
GRMN 3025,2.64 ,2010
GRMN 3026,3.25 ,2011
CHBE 4573,4.00 ,2008
CHBE 4573,4.00 ,2009
CHBE 4573,4.00 ,2010
CHBE 4573,3.81 ,2011
CHBE 4573,3.67 ,2012
CHBE 4573,3.00 ,2013
CHBE 3110,2.89 ,2008
CHBE 3110,2.94 ,2009
CHBE 3110,2.77 ,2010
CHBE 3110,2.86 ,2011
CHBE 3110,2.86 ,2012
CHBE 3110,2.69 ,2013
CHBE 4574,4.00 ,2009
CHBE 4574,4.00 ,2010
CHBE 4574,3.40 ,2011
CHBE 4574,3.87 ,2012
CHBE 4574,4.00 ,2013
PSYC 3012,2.71 ,2009
PSYC 3012,2.80 ,2010
PSYC 3012,2.83 ,2011
PSYC 3012,3.05 ,2012
PSYC 3012,3.21 ,2013
SPAN 3242,3.87 ,2008
SPAN 3242,3.31 ,2009
SPAN 3242,3.90 ,2011
SPAN 3241,3.59 ,2008
SPAN 3241,3.35 ,2009
SPAN 3241,3.62 ,2010
MATH 1711,2.80 ,2008
MATH 1711,2.92 ,2009
MATH 1711,3.25 ,2010
MATH 1711,3.07 ,2011
MATH 1711,2.77 ,2012
MATH 1711,2.60 ,2013
MATH 1712,2.21 ,2008
MATH 1712,2.55 ,2009
MATH 1712,2.89 ,2010
MATH 1712,3.12 ,2011
MATH 1712,2.80 ,2012
MATH 1712,2.46 ,2013
ECE 4273,4.00 ,2009
ECE 4273,3.67 ,2010
ECE 4273,4.00 ,2013
AE 3801,1.00 ,2009
AE 3801,4.00 ,2010
AE 3801,3.52 ,2011
AE 3801,3.08 ,2012
AE 3801,3.64 ,2013
CEE 4090,3.75 ,2008
CEE 4090,3.53 ,2009
CEE 4090,3.76 ,2010
CEE 4090,3.80 ,2011
CEE 4090,3.55 ,2012
CEE 4090,3.77 ,2013
PUBP 3201,3.64 ,2008
PUBP 3201,3.55 ,2009
PUBP 3201,3.35 ,2010
PUBP 3201,3.62 ,2012
PERS 1814,3.80 ,2011
PERS 1814,3.60 ,2012
BMED 4781,3.25 ,2009
BMED 4781,3.00 ,2010
BMED 4781,3.39 ,2011
BMED 4781,3.41 ,2012
BMED 4781,3.53 ,2013
HTS 4813,4.00 ,2008
INTA 4903,3.73 ,2008
INTA 4903,3.91 ,2009
INTA 4903,3.86 ,2010
INTA 4903,4.00 ,2011
INTA 4903,3.67 ,2012
INTA 4903,4.00 ,2013
ARCH 4951,4.00 ,2010
LCC 2600,2.72 ,2008
LCC 2600,2.56 ,2010
LCC 2600,2.59 ,2011
LCC 2600,2.75 ,2012
SPAN 4061,3.80 ,2009
SPAN 4061,3.65 ,2010
SPAN 4061,3.80 ,2012
BIOL 4422,3.13 ,2008
BIOL 4422,2.94 ,2010
BIOL 4422,3.00 ,2012
CEE 4520,3.32 ,2008
CEE 4520,3.49 ,2009
CEE 4520,3.08 ,2010
CEE 4520,3.42 ,2011
CEE 4520,3.48 ,2012
CEE 4520,3.61 ,2013
ECE 3035,2.34 ,2008
ECE 3035,2.49 ,2009
ECE 3035,2.77 ,2010
ECE 3035,2.55 ,2011
ECE 3035,2.49 ,2012
ECE 3035,2.35 ,2013
ID 4699,4.00 ,2009
ID 4699,4.00 ,2010
ID 4699,4.00 ,2011
ID 4699,4.00 ,2012
CHIN 1814,4.00 ,2012
INTA 4014,4.00 ,2013
ECON 3161,2.62 ,2008
ECON 3161,3.28 ,2009
ECON 3161,3.29 ,2010
ECON 3161,3.11 ,2011
ECON 3161,3.13 ,2012
ECON 3161,3.35 ,2013
INTA 4011,3.59 ,2008
INTA 4011,3.68 ,2009
INTA 4011,3.83 ,2010
INTA 4011,3.61 ,2011
INTA 4011,3.59 ,2012
CS 4220,4.00 ,2008
CS 4220,3.00 ,2009
CS 4220,2.00 ,2010
CS 4220,4.00 ,2011
CS 4220,1.33 ,2012
CS 4731,3.11 ,2008
CS 4731,3.75 ,2010
CS 4731,2.89 ,2011
CS 4731,3.20 ,2012
CS 4731,3.41 ,2013
CS 4225,3.50 ,2009
CS 4225,3.56 ,2010
CS 4225,3.13 ,2011
CS 4225,3.67 ,2012
CS 4225,2.92 ,2013
PHIL 3115,3.38 ,2012
CHBE 4752,3.52 ,2008
CHBE 4752,3.42 ,2009
CHBE 4752,2.95 ,2010
CHBE 4752,3.17 ,2011
LCC 3823,3.57 ,2008
LCC 3823,3.73 ,2009
LCC 3823,3.67 ,2010
LCC 3823,4.00 ,2011
LCC 3823,3.86 ,2012
LCC 3823,3.87 ,2013
FREN 4061,3.75 ,2008
BIOL 4225,2.85 ,2009
BIOL 4225,3.15 ,2010
BIOL 4225,4.00 ,2013
BIOL 4221,2.97 ,2008
BIOL 4221,3.14 ,2010
BIOL 4221,3.24 ,2012
CS 4420,2.06 ,2008
CS 4420,2.62 ,2009
CS 4420,3.46 ,2010
CS 4420,3.35 ,2011
CS 4420,2.87 ,2012
CS 4420,3.74 ,2013
ARBC 1002,3.22 ,2008
ARBC 1002,3.58 ,2009
ARBC 1002,3.85 ,2010
ARBC 1002,3.41 ,2011
ARBC 1002,3.26 ,2012
ARBC 1002,3.77 ,2013
CS 4642,2.77 ,2009
CS 4642,2.51 ,2010
CS 4642,2.80 ,2011
CS 4642,3.07 ,2012
CS 4642,2.67 ,2013
CS 4641,3.33 ,2008
CS 4641,3.50 ,2009
CS 4641,3.46 ,2010
CS 4641,3.22 ,2011
CS 4641,3.41 ,2012
CS 4641,3.53 ,2013
LCC 4200,4.00 ,2009
LCC 4200,4.00 ,2013
PUBP 3502,4.00 ,2011
CS 4649,3.67 ,2011
CS 4649,3.38 ,2012
CHIN 1012,4.00 ,2008
CHIN 1012,3.67 ,2009
CHIN 1012,4.00 ,2012
CHIN 1012,4.00 ,2013
MUSI 4212,4.00 ,2008
MUSI 4212,4.00 ,2009
MUSI 4212,4.00 ,2010
MUSI 4212,4.00 ,2011
MUSI 4212,4.00 ,2012
MUSI 4212,4.00 ,2013
MUSI 4211,4.00 ,2008
MUSI 4211,4.00 ,2009
MUSI 4211,4.00 ,2010
MUSI 4211,4.00 ,2012
MSE 3230,3.25 ,2013
MATH 4090,4.00 ,2008
MATH 4090,3.50 ,2009
MATH 4090,3.86 ,2010
MATH 4090,4.00 ,2011
MATH 4090,3.56 ,2012
MATH 4090,4.00 ,2013
ME 1770,3.54 ,2008
ME 1770,3.58 ,2009
ME 1770,3.68 ,2010
ME 1770,3.64 ,2011
ME 1770,3.66 ,2012
ME 1770,3.62 ,2013
MGT 4742,4.00 ,2010
MGT 4742,4.00 ,2011
MGT 4742,4.00 ,2012
MGT 4742,4.00 ,2013
PHYS 3226,3.48 ,2008
PHYS 3226,4.00 ,2009
PHYS 3226,3.67 ,2011
PHYS 3226,3.70 ,2012
PHYS 3226,3.86 ,2013
MUSI 3521,1.00 ,2011
MUSI 3522,4.00 ,2012
ID 4833,3.75 ,2008
ID 4833,4.00 ,2009
ID 4833,3.86 ,2010
ID 4833,4.00 ,2011
ID 4833,3.50 ,2012
ARCH 4813,3.92 ,2008
ARCH 4813,3.25 ,2009
ARCH 4813,3.43 ,2010
ARCH 4811,4.00 ,2008
BIOL 3381,3.80 ,2008
BIOL 3381,3.76 ,2009
BIOL 3381,3.74 ,2010
BIOL 3381,3.29 ,2011
BIOL 3381,3.89 ,2012
BIOL 3380,2.86 ,2008
BIOL 3380,3.35 ,2009
BIOL 3380,2.66 ,2010
BIOL 3380,2.94 ,2011
BIOL 3380,2.94 ,2012
AE 4310,2.72 ,2008
AE 4310,2.59 ,2009
AE 4310,2.43 ,2010
AE 4310,2.49 ,2011
AE 4310,2.48 ,2012
MUSI 4502,4.00 ,2009
MUSI 4502,4.00 ,2010
MUSI 4502,4.00 ,2011
MUSI 4502,4.00 ,2012
MUSI 4502,4.00 ,2013
MUSI 4501,4.00 ,2008
MUSI 4501,4.00 ,2009
MUSI 4501,4.00 ,2010
MUSI 4501,4.00 ,2011
MUSI 4501,4.00 ,2012
BC 4900,4.00 ,2008
BC 4900,3.75 ,2009
BC 4900,3.90 ,2010
BC 4900,4.00 ,2011
BC 4900,4.00 ,2012
BC 4900,3.50 ,2013
ECE 4883,3.00 ,2010
ECE 4883,4.00 ,2012
PHYS 2802,3.49 ,2008
PHYS 2802,3.38 ,2009
PHYS 2802,3.59 ,2010
PHYS 2802,3.45 ,2011
PHYS 2802,3.45 ,2012
PHYS 2802,3.62 ,2013
PHYS 2801,4.00 ,2008
PHYS 2801,4.00 ,2012
PHYS 2801,3.67 ,2013
ECE 4100,3.59 ,2008
ECE 4100,3.75 ,2009
ECE 4100,2.43 ,2010
ECE 4100,2.95 ,2011
ECE 4100,3.21 ,2012
ECE 4100,3.10 ,2013
ECE 4460,3.75 ,2008
ECE 4460,3.33 ,2009
ECE 4460,3.54 ,2011
ECE 4460,3.14 ,2013
ECE 4260,3.75 ,2013
PSYC 3020,3.16 ,2008
PSYC 3020,3.08 ,2009
PSYC 3020,2.86 ,2010
PSYC 3020,2.73 ,2011
PSYC 3020,3.16 ,2012
PSYC 3020,2.90 ,2013
ARCH 4251,3.16 ,2008
ARCH 4251,3.27 ,2009
ARCH 4251,3.05 ,2010
ARCH 4251,3.28 ,2011
ARCH 4251,3.39 ,2012
ARCH 4252,3.17 ,2008
ARCH 4252,3.28 ,2009
ARCH 4252,3.23 ,2010
ARCH 4252,3.32 ,2011
ARCH 4252,3.36 ,2012
ARCH 4252,3.26 ,2013
CHIN 4021,3.65 ,2012
ARBC 4813,4.00 ,2012
ARBC 4813,3.75 ,2013
EAS 4610,2.77 ,2008
EAS 4610,2.25 ,2009
EAS 4610,2.93 ,2010
EAS 4610,2.86 ,2011
EAS 4610,3.33 ,2012
MUSI 2102,4.00 ,2008
MUSI 2102,4.00 ,2009
MUSI 2102,4.00 ,2010
MUSI 2102,4.00 ,2011
MUSI 2102,4.00 ,2012
MUSI 2103,4.00 ,2008
MUSI 2103,4.00 ,2009
MUSI 2103,4.00 ,2010
MUSI 2103,4.00 ,2011
MUSI 2103,4.00 ,2012
MUSI 2103,4.00 ,2013
ECE 4007,3.34 ,2008
ECE 4007,3.67 ,2009
ECE 4007,3.61 ,2010
ECE 4007,3.70 ,2011
ECE 4007,3.45 ,2012
ECE 4007,3.84 ,2013
PTFE 3221,3.25 ,2008
PTFE 3221,4.00 ,2009
