Course,GPA,Year
NS 2323,3.93 ,2011
NS 2323,4.00 ,2012
NS 2323,4.00 ,2013
NS 2321,3.96 ,2008
NS 2321,3.56 ,2009
NS 2321,3.83 ,2010
NS 2321,3.75 ,2011
NS 2321,3.94 ,2012
BC 4843,3.00 ,2011
BIOL 4150,3.86 ,2008
BIOL 4150,4.00 ,2009
BIOL 4150,3.11 ,2010
BIOL 4150,4.00 ,2011
BIOL 4150,3.62 ,2012
LCC 3843,3.46 ,2008
LCC 3843,3.60 ,2009
LCC 3843,3.30 ,2010
LCC 3843,3.90 ,2011
LCC 3843,3.75 ,2012
LCC 3843,3.91 ,2013
ECE 3076,2.99 ,2008
ECE 3076,3.16 ,2009
ECE 3076,3.10 ,2010
ECE 3076,3.05 ,2011
ECE 3076,3.06 ,2012
ECE 3076,3.27 ,2013
ECE 3075,2.90 ,2008
ECE 3075,3.06 ,2009
ECE 3075,3.14 ,2010
ECE 3075,3.30 ,2011
ECE 3075,2.82 ,2012
INTA 3321,3.75 ,2010
ECE 3072,3.02 ,2012
ECE 3072,2.94 ,2013
ECE 3071,3.56 ,2010
ECE 3071,3.04 ,2011
ECE 3071,2.63 ,2012
ECE 3070,2.65 ,2008
ECE 3070,3.09 ,2009
ECE 3070,2.71 ,2010
ECE 3070,3.13 ,2011
ECE 3070,2.89 ,2012
ECE 3070,3.38 ,2013
MGT 4611,4.00 ,2011
MGT 4611,3.88 ,2012
MGT 4611,4.00 ,2013
ECE 4884,3.79 ,2008
ECE 4884,3.64 ,2011
ECE 4884,3.37 ,2012
MUSI 3103,4.00 ,2008
MUSI 3103,4.00 ,2009
MUSI 3103,4.00 ,2010
MUSI 3103,4.00 ,2011
MUSI 3103,3.78 ,2012
MUSI 3103,4.00 ,2013
MUSI 3102,4.00 ,2008
MUSI 3102,4.00 ,2009
MUSI 3102,4.00 ,2010
MUSI 3102,4.00 ,2011
MUSI 3102,4.00 ,2012
NS 3326,3.40 ,2008
NS 3326,3.00 ,2009
NS 3326,3.06 ,2010
NS 3326,4.00 ,2011
NS 3326,4.00 ,2012
NS 3326,4.00 ,2013
ARCH 4941,4.00 ,2011
ARCH 4942,4.00 ,2008
ARCH 4943,4.00 ,2009
CS 4801,4.00 ,2009
CS 4801,3.50 ,2010
CS 4801,3.76 ,2011
CS 4801,4.00 ,2012
CS 4803,3.59 ,2008
CS 4803,3.74 ,2009
CS 4803,3.50 ,2010
CS 4803,3.43 ,2011
CS 4803,3.74 ,2012
CS 4803,3.72 ,2013
CS 4802,4.00 ,2009
CS 4802,4.00 ,2010
CS 4802,3.50 ,2011
POL 2101,3.26 ,2011
POL 2101,3.56 ,2012
POL 2101,3.71 ,2013
MUSI 4450,4.00 ,2008
MUSI 4450,4.00 ,2009
MUSI 4450,3.89 ,2010
MUSI 4450,4.00 ,2011
MUSI 4450,4.00 ,2012
MUSI 4450,3.73 ,2013
ECE 4952,4.00 ,2008
ECE 4952,4.00 ,2009
ECE 4952,3.88 ,2010
ECE 4952,4.00 ,2011
ECE 4952,3.50 ,2012
ECE 4952,3.44 ,2013
MGT 2910,4.00 ,2008
MGT 2910,4.00 ,2009
MGT 2910,4.00 ,2010
MGT 2910,4.00 ,2012
MGT 3607,3.36 ,2013
FREN 2001,3.55 ,2008
FREN 2001,3.70 ,2009
FREN 2001,3.53 ,2010
FREN 2001,3.79 ,2011
FREN 2001,3.78 ,2012
FREN 2001,3.82 ,2013
FREN 2002,3.46 ,2008
FREN 2002,3.24 ,2009
FREN 2002,3.29 ,2010
FREN 2002,3.17 ,2011
FREN 2002,3.57 ,2012
FREN 2002,3.45 ,2013
ME 4742,4.00 ,2010
ME 4742,4.00 ,2011
ME 4742,4.00 ,2012
ME 4742,4.00 ,2013
FREN 2005,4.00 ,2011
FREN 2005,3.00 ,2012
FREN 2005,4.00 ,2013
ME 4740,3.88 ,2010
ME 4740,2.93 ,2011
ME 4740,2.78 ,2012
ME 4741,3.90 ,2009
ME 4741,4.00 ,2010
ME 4741,3.86 ,2011
ME 4741,3.96 ,2012
MUSI 3212,4.00 ,2008
MUSI 3212,4.00 ,2009
MUSI 3212,4.00 ,2010
MUSI 3212,3.67 ,2011
MUSI 3212,4.00 ,2012
MUSI 3212,4.00 ,2013
MUSI 3211,3.56 ,2008
MUSI 3211,4.00 ,2009
MUSI 3211,4.00 ,2010
MUSI 3211,4.00 ,2011
MUSI 3211,4.00 ,2012
HTS 3038,3.48 ,2008
HTS 3038,3.00 ,2010
NRE 4214,2.72 ,2008
NRE 4214,1.94 ,2009
NRE 4214,2.88 ,2010
NRE 4214,3.89 ,2011
NRE 4214,2.00 ,2012
NRE 4214,3.00 ,2013
MGT 3609,2.60 ,2012
MGT 3608,3.47 ,2013
AE 4370,3.91 ,2012
AE 4370,3.86 ,2013
CHEM 3412,2.48 ,2008
CHEM 3412,2.57 ,2009
CHEM 3412,2.86 ,2010
CHEM 3412,2.71 ,2011
CHEM 3412,2.89 ,2012
CHEM 3412,2.75 ,2013
CHEM 3411,2.95 ,2008
CHEM 3411,3.15 ,2009
CHEM 3411,3.19 ,2010
CHEM 3411,3.10 ,2011
CHEM 3411,2.90 ,2012
CHEM 3411,2.94 ,2013
MUSI 2501,4.00 ,2008
MUSI 2501,4.00 ,2009
MUSI 2501,4.00 ,2010
MUSI 2501,4.00 ,2011
MUSI 2501,4.00 ,2012
MUSI 2502,4.00 ,2008
MUSI 2502,4.00 ,2009
MUSI 2502,4.00 ,2010
MUSI 2502,3.80 ,2011
MUSI 2502,4.00 ,2012
MUSI 2502,4.00 ,2013
BMED 4758,3.08 ,2008
BMED 4758,3.04 ,2009
BMED 4758,2.93 ,2010
BMED 4758,3.13 ,2011
BMED 4758,2.78 ,2012
INTA 3303,3.79 ,2008
INTA 3303,3.63 ,2010
INTA 3303,3.64 ,2012
ARCH 4231,3.60 ,2008
ARCH 4231,3.40 ,2009
ARCH 4231,3.76 ,2010
ARCH 4231,3.45 ,2011
ARCH 4231,3.71 ,2012
LCC 3863,2.73 ,2011
LCC 3863,3.38 ,2012
BIOL 1510,2.56 ,2008
BIOL 1510,2.78 ,2009
BIOL 1510,2.91 ,2010
BIOL 1510,2.90 ,2011
BIOL 1510,2.96 ,2012
BIOL 1510,2.81 ,2013
HTS 4699,4.00 ,2008
HTS 4699,3.80 ,2009
HTS 4699,4.00 ,2010
HTS 4699,3.80 ,2011
HTS 4699,4.00 ,2012
HTS 4699,4.00 ,2013
EAS 4300,3.00 ,2008
EAS 4300,3.00 ,2009
EAS 4300,3.59 ,2010
EAS 4300,3.58 ,2011
EAS 4300,2.90 ,2012
MGT 3501,3.02 ,2008
MGT 3501,3.04 ,2009
MGT 3501,3.23 ,2010
MGT 3501,3.17 ,2011
MGT 3501,3.26 ,2012
MGT 3501,3.42 ,2013
CEE 3340,3.42 ,2008
CEE 3340,3.75 ,2009
CEE 3340,3.93 ,2010
CEE 3340,3.98 ,2011
CEE 3340,3.53 ,2012
CEE 3340,3.77 ,2013
KOR 3813,3.83 ,2008
KOR 3813,2.90 ,2009
KOR 3813,4.00 ,2010
ISYE 3232,2.96 ,2008
ISYE 3232,2.90 ,2009
ISYE 3232,2.99 ,2010
ISYE 3232,2.85 ,2011
ISYE 3232,2.86 ,2012
ISYE 3232,2.85 ,2013
CP 4105,3.59 ,2008
CP 4105,3.20 ,2010
CP 4105,3.43 ,2011
CP 4105,3.44 ,2012
FREN 3062,3.75 ,2008
FREN 3062,3.92 ,2011
PUBP 3030,3.01 ,2010
PUBP 3030,3.21 ,2011
PUBP 3030,3.33 ,2012
ARCH 4151,2.97 ,2008
ARCH 4151,2.94 ,2009
ARCH 4151,2.79 ,2010
ARCH 4151,2.75 ,2011
ARCH 4151,2.90 ,2012
MSE 4410,3.56 ,2012
PUBP 2030,2.75 ,2009
PUBP 2030,2.90 ,2010
PUBP 2030,2.81 ,2011
PUBP 2030,3.20 ,2012
PUBP 2030,3.05 ,2013
HTS 2803,3.48 ,2008
HTS 2803,3.53 ,2009
HTS 2803,3.31 ,2010
HTS 2803,3.42 ,2011
HTS 2803,3.26 ,2012
AE 4758,3.00 ,2010
CEE 4801,3.92 ,2008
CEE 4801,3.88 ,2009
CEE 4801,4.00 ,2010
CEE 4801,4.00 ,2011
CEE 4801,4.00 ,2012
ARBC 2301,3.46 ,2011
ARBC 2301,3.83 ,2012
ARBC 2301,3.50 ,2013
BMED 4823,4.00 ,2011
BMED 4823,4.00 ,2012
BMED 4823,4.00 ,2013
SPAN 1102,3.38 ,2008
SPAN 1102,3.57 ,2009
SPAN 1102,3.56 ,2010
SPAN 1102,3.72 ,2011
SPAN 1102,3.50 ,2012
SPAN 1102,3.38 ,2013
SPAN 1101,3.54 ,2008
SPAN 1101,3.52 ,2009
SPAN 1101,3.44 ,2010
SPAN 1101,3.80 ,2011
SPAN 1101,3.71 ,2012
SPAN 1101,3.32 ,2013
LCC 4406,2.76 ,2008
LCC 4406,3.18 ,2009
LCC 4406,2.45 ,2010
LCC 4406,3.53 ,2012
LCC 4406,3.22 ,2013
LCC 4404,3.20 ,2009
BC 4610,3.86 ,2008
BC 4610,3.35 ,2009
BC 4610,3.90 ,2010
BC 4610,3.50 ,2011
BC 4610,3.38 ,2012
BC 4610,3.44 ,2013
GRMN 3071,3.29 ,2009
BC 3640,2.89 ,2008
BC 3640,2.64 ,2009
BC 3640,2.98 ,2010
BC 3640,3.05 ,2011
BC 3640,2.83 ,2012
EAS 4410,3.00 ,2008
EAS 4410,2.88 ,2009
EAS 4410,3.62 ,2010
EAS 4410,3.61 ,2011
EAS 4410,3.24 ,2012
MATH 4542,4.00 ,2010
MATH 4542,4.00 ,2011
MATH 4542,3.75 ,2013
MSE 4777,3.30 ,2008
MSE 4777,3.50 ,2009
MATH 4541,3.88 ,2008
MATH 4541,4.00 ,2009
MATH 4541,3.75 ,2010
MATH 4541,3.04 ,2011
MATH 4541,3.09 ,2012
PUBP 4410,3.41 ,2008
PUBP 4410,3.13 ,2009
PUBP 4410,3.29 ,2010
PUBP 4410,3.88 ,2011
PUBP 4410,3.24 ,2012
PUBP 4410,3.57 ,2013
CS 1331,2.58 ,2008
CS 1331,2.45 ,2009
CS 1331,2.44 ,2010
CS 1331,2.64 ,2011
CS 1331,2.84 ,2012
CS 1331,2.87 ,2013
CS 1332,2.52 ,2008
CS 1332,2.85 ,2009
CS 1332,2.89 ,2010
CS 1332,3.02 ,2011
CS 1332,2.98 ,2012
CS 1332,2.61 ,2013
AE 3803,2.92 ,2008
NRE 3316,2.77 ,2008
NRE 3316,3.09 ,2009
NRE 3316,2.89 ,2010
NRE 3316,2.66 ,2011
NRE 3316,2.94 ,2012
NRE 3316,2.98 ,2013
ECE 2803,3.63 ,2008
ECE 2803,3.58 ,2010
ECE 2803,4.00 ,2011
ECE 2803,3.45 ,2012
ECE 2803,4.00 ,2013
MGT 4194,3.83 ,2011
MGT 4194,3.79 ,2012
MGT 4194,3.92 ,2013
MGT 4195,3.27 ,2008
MGT 4195,3.38 ,2009
MGT 4195,3.17 ,2010
MGT 4195,3.25 ,2011
MGT 4195,3.25 ,2012
MGT 4195,3.11 ,2013
MGT 4192,3.68 ,2009
MGT 4192,3.51 ,2010
MGT 4192,3.81 ,2011
MGT 4192,3.84 ,2012
MGT 4192,3.96 ,2013
MGT 4193,3.86 ,2009
MGT 4193,3.58 ,2010
MGT 4193,3.78 ,2011
MGT 4193,3.84 ,2012
MGT 4193,3.55 ,2013
MGT 4191,2.95 ,2008
MGT 4191,3.27 ,2009
MGT 4191,3.13 ,2010
MGT 4191,3.63 ,2011
MGT 4191,3.60 ,2012
MGT 4191,3.77 ,2013
ARCH 2011,2.97 ,2008
ARCH 2011,2.96 ,2009
ARCH 2011,3.00 ,2010
ARCH 2011,3.26 ,2011
ARCH 2011,3.43 ,2012
ARCH 2012,3.35 ,2008
ARCH 2012,3.32 ,2009
ARCH 2012,2.90 ,2010
ARCH 2012,3.49 ,2011
ARCH 2012,3.42 ,2012
ARCH 2012,3.20 ,2013
AE 2699,3.90 ,2008
AE 2699,3.87 ,2009
AE 2699,4.00 ,2010
AE 2699,4.00 ,2011
AE 2699,3.89 ,2012
AE 2699,3.91 ,2013
LCC 3502,3.17 ,2009
MUSI 1202,4.00 ,2008
MUSI 1202,3.97 ,2009
MUSI 1202,3.96 ,2010
MUSI 1202,3.97 ,2011
MUSI 1202,4.00 ,2012
MUSI 1202,3.89 ,2013
LCC 3504,3.25 ,2009
MUSI 1201,3.97 ,2008
MUSI 1201,3.90 ,2009
MUSI 1201,4.00 ,2010
MUSI 1201,4.00 ,2011
MUSI 1201,4.00 ,2012
PUBP 3600,3.48 ,2008
PUBP 3600,3.15 ,2009
PUBP 3600,3.20 ,2010
PUBP 3600,3.26 ,2011
LCC 3508,3.11 ,2011
LCC 3508,3.56 ,2012
CHBE 4210,3.26 ,2008
CHBE 4210,3.56 ,2009
CHBE 4210,3.63 ,2010
CHBE 4210,3.46 ,2011
CHBE 4210,3.41 ,2012
CHBE 4210,3.58 ,2013
JAPN 3692,4.00 ,2008
JAPN 3692,3.27 ,2009
JAPN 3692,3.38 ,2010
JAPN 3692,4.00 ,2011
JAPN 3692,3.32 ,2012
JAPN 3692,3.85 ,2013
JAPN 3693,4.00 ,2008
JAPN 3693,4.00 ,2009
JAPN 3693,3.88 ,2010
JAPN 3693,4.00 ,2012
JAPN 3693,4.00 ,2013
JAPN 3691,3.71 ,2008
JAPN 3691,3.00 ,2009
JAPN 3691,3.25 ,2010
JAPN 3691,3.50 ,2011
JAPN 3691,2.95 ,2012
JAPN 3691,3.77 ,2013
SPAN 3500,4.00 ,2012
POL 1101,2.81 ,2008
POL 1101,2.94 ,2009
POL 1101,3.16 ,2010
POL 1101,3.19 ,2011
POL 1101,3.28 ,2012
POL 1101,3.09 ,2013
PUBP 3610,3.36 ,2008
PUBP 3610,3.26 ,2009
PUBP 3610,3.22 ,2010
PUBP 3610,3.11 ,2011
PUBP 3610,3.09 ,2012
PUBP 3610,3.50 ,2013
MGT 4066,3.71 ,2008
MGT 4066,3.82 ,2009
MGT 4066,3.66 ,2010
MGT 4066,3.73 ,2011
MGT 4066,3.50 ,2012
MGT 4067,3.53 ,2010
MGT 4067,3.60 ,2011
MGT 4067,3.67 ,2012
MGT 4067,3.61 ,2013
PHYS 4251,3.88 ,2009
PHYS 4251,3.25 ,2010
PHYS 4251,3.25 ,2011
PHYS 4251,3.33 ,2012
CHBE 4505,3.41 ,2008
CHBE 4505,3.33 ,2009
CHBE 4505,3.26 ,2010
CHBE 4505,3.25 ,2011
CHBE 4505,3.02 ,2012
CHBE 4505,2.77 ,2013
SPAN 3211,3.43 ,2008
SPAN 3211,3.36 ,2010
SPAN 3211,3.92 ,2011
FREN 4300,3.44 ,2012
ID 4803,3.58 ,2008
ID 4803,4.00 ,2009
ID 4803,3.75 ,2011
ID 4803,3.83 ,2012
ID 3803,3.45 ,2008
ID 3803,3.71 ,2009
ID 3803,3.65 ,2010
ID 3803,3.80 ,2011
MSE 4793,3.43 ,2008
MSE 4793,3.33 ,2009
MSE 4793,2.79 ,2010
MSE 4793,3.50 ,2011
MSE 4793,3.00 ,2012
MSE 4793,3.12 ,2013
EAS 4641,3.00 ,2008
MSE 4791,3.42 ,2008
MSE 4791,3.00 ,2009
MSE 4791,3.10 ,2010
MSE 4791,3.75 ,2011
MSE 4791,3.36 ,2012
MSE 4790,2.80 ,2012
NRE 2699,4.00 ,2008
NRE 2699,4.00 ,2009
NRE 2699,4.00 ,2012
NRE 2699,3.00 ,2013
BMED 2400,3.07 ,2008
BMED 2400,3.23 ,2009
BMED 2400,3.17 ,2010
BMED 2400,3.08 ,2011
BMED 2400,3.12 ,2012
BMED 2400,3.06 ,2013
CS 4496,3.19 ,2008
CS 4496,3.53 ,2009
CS 4496,3.34 ,2010
CS 4496,3.00 ,2011
CS 4496,3.18 ,2012
CS 4496,3.34 ,2013
CS 4495,3.55 ,2008
CS 4495,3.37 ,2009
CS 4495,3.59 ,2010
CS 4495,2.86 ,2011
CS 4495,3.24 ,2012
CS 4320,3.40 ,2008
CS 4320,2.40 ,2009
LCC 2104,2.46 ,2008
MSE 2021,3.33 ,2012
MSE 2021,3.01 ,2013
MSE 2020,3.51 ,2008
MSE 2020,3.01 ,2009
MSE 2020,3.12 ,2010
MSE 2020,3.29 ,2011
MSE 2020,3.35 ,2012
GRMN 3813,3.60 ,2008
GRMN 3813,3.80 ,2009
GRMN 3813,3.63 ,2010
GRMN 3813,4.00 ,2011
GRMN 3813,3.66 ,2012
GRMN 3813,3.10 ,2013
ECON 4360,3.92 ,2008
ECON 4360,2.91 ,2010
ECON 4360,3.78 ,2011
ECON 4360,3.83 ,2012
INTA 3020,3.83 ,2012
PSYC 2250,3.38 ,2010
PSYC 2250,3.34 ,2011
CS 4140,3.00 ,2009
CS 4140,2.62 ,2010
CS 4140,3.00 ,2011
CS 4140,2.00 ,2012
INTA 4040,2.86 ,2008
INTA 4040,2.63 ,2009
INTA 4040,3.08 ,2010
INTA 4040,3.11 ,2011
INTA 4040,3.39 ,2012
CHBE 2100,2.43 ,2008
CHBE 2100,2.64 ,2009
CHBE 2100,2.49 ,2010
CHBE 2100,2.42 ,2011
CHBE 2100,2.44 ,2012
CHBE 2100,2.30 ,2013
MGT 4116,3.71 ,2012
MGT 4116,3.44 ,2013
CHBE 2699,4.00 ,2008
CHBE 2699,4.00 ,2009
CHBE 2699,3.97 ,2010
CHBE 2699,3.83 ,2011
CHBE 2699,4.00 ,2012
CHBE 2699,4.00 ,2013
ISYE 4106,2.74 ,2008
ISYE 4106,2.88 ,2009
ISYE 4106,2.62 ,2010
ISYE 4106,3.04 ,2011
ISYE 4106,3.03 ,2012
ISYE 4106,3.01 ,2013
FREN 2813,3.50 ,2009
FREN 2813,3.73 ,2010
FREN 2813,3.50 ,2011
FREN 2813,3.91 ,2012
FREN 2813,3.86 ,2013
ECE 3042,2.68 ,2008
ECE 3042,3.12 ,2009
ECE 3042,2.93 ,2010
ECE 3042,2.85 ,2011
ECE 3042,3.20 ,2012
ECE 3042,2.75 ,2013
ECE 3043,3.16 ,2012
ECE 3043,3.01 ,2013
ECE 3040,2.77 ,2008
ECE 3040,2.84 ,2009
ECE 3040,2.72 ,2010
ECE 3040,2.84 ,2011
ECE 3040,3.03 ,2012
ECE 3040,2.87 ,2013
ECE 3041,2.80 ,2008
ECE 3041,2.99 ,2009
ECE 3041,2.78 ,2010
ECE 3041,2.74 ,2011
ECE 3041,3.20 ,2012
HTS 2100,3.00 ,2009
HTS 2100,3.32 ,2010
HTS 2100,3.00 ,2011
HTS 2100,3.46 ,2012
HTS 2100,3.60 ,2013
HTS 2101,3.76 ,2008
HTS 2101,3.42 ,2009
HTS 2101,3.25 ,2010
HTS 2101,3.08 ,2011
HTS 2101,2.78 ,2012
MSE 2801,4.00 ,2011
MSE 2801,4.00 ,2012
MSE 2803,3.48 ,2012
INTA 3240,3.64 ,2013
INTA 3241,3.09 ,2008
INTA 3241,3.16 ,2010
INTA 3241,3.35 ,2011
INTA 3241,3.33 ,2012
INTA 3241,3.43 ,2013
AS 3320,3.75 ,2008
AS 3320,3.70 ,2009
AS 3320,3.50 ,2010
AS 3320,3.86 ,2011
AS 3320,4.00 ,2012
AS 3320,4.00 ,2013
PST 3115,3.69 ,2008
PST 3115,3.22 ,2009
PST 3115,3.23 ,2010
PST 3115,2.99 ,2011
ISYE 4031,3.16 ,2009
ISYE 4031,3.17 ,2010
ISYE 4031,3.08 ,2011
ISYE 4031,2.94 ,2012
ISYE 4031,3.02 ,2013
ECON 4160,3.30 ,2008
ECON 4160,3.08 ,2009
ECON 4160,2.88 ,2010
ECON 4160,3.04 ,2011
ECON 4160,3.00 ,2012
ECON 4160,2.15 ,2013
CHEM 2312,3.15 ,2008
CHEM 2312,2.77 ,2009
CHEM 2312,2.86 ,2010
CHEM 2312,2.93 ,2011
CHEM 2312,2.96 ,2012
CHEM 2312,2.91 ,2013
CHEM 2311,2.88 ,2008
CHEM 2311,2.96 ,2009
CHEM 2311,3.14 ,2010
CHEM 2311,2.95 ,2011
CHEM 2311,2.61 ,2012
CHEM 2311,3.06 ,2013
AS 4410,3.67 ,2008
AS 4410,3.31 ,2009
AS 4410,3.75 ,2010
AS 4410,3.53 ,2011
AS 4410,4.00 ,2012
PHYS 3143,2.47 ,2008
PHYS 3143,2.36 ,2009
PHYS 3143,2.49 ,2010
PHYS 3143,2.45 ,2011
PHYS 3143,2.94 ,2012
PHYS 3143,2.72 ,2013
BIOL 2355,3.51 ,2008
BIOL 2355,3.95 ,2009
BIOL 2355,3.85 ,2010
BIOL 2355,3.90 ,2011
BIOL 2355,3.58 ,2012
BIOL 2354,3.26 ,2008
BIOL 2354,3.41 ,2009
BIOL 2354,2.88 ,2010
BIOL 2354,3.33 ,2011
BIOL 2354,3.20 ,2012
ECE 4320,3.20 ,2008
ECE 4320,3.15 ,2009
ECE 4320,3.67 ,2010
ECE 4320,3.74 ,2011
ECE 4320,3.33 ,2012
ECE 4321,3.18 ,2008
ECE 4321,3.34 ,2009
ECE 4321,3.30 ,2010
ECE 4321,3.85 ,2011
ECE 4321,3.74 ,2012
ECE 4321,3.54 ,2013
ECE 4325,3.58 ,2008
ECE 4325,3.53 ,2009
ECE 4325,3.47 ,2011
MUSI 3201,4.00 ,2008
MUSI 3201,3.80 ,2009
MUSI 3201,4.00 ,2010
MUSI 3201,4.00 ,2011
MUSI 3201,4.00 ,2012
MUSI 3202,4.00 ,2008
MUSI 3202,4.00 ,2009
MUSI 3202,4.00 ,2010
MUSI 3202,4.00 ,2011
MUSI 3202,4.00 ,2012
MUSI 3202,4.00 ,2013
NRE 4204,2.50 ,2008
NRE 4204,2.73 ,2009
NRE 4206,3.04 ,2008
NRE 4206,3.51 ,2009
NRE 4206,3.72 ,2010
NRE 4206,3.58 ,2011
NRE 4206,3.36 ,2012
NRE 4206,3.45 ,2013
ARCH 4841,3.77 ,2008
ARCH 4841,3.95 ,2009
ARCH 4841,4.00 ,2010
ARCH 4841,4.00 ,2011
NRE 4208,2.89 ,2010
NRE 4208,2.77 ,2011
NRE 4208,2.48 ,2012
ARCH 4843,3.67 ,2009
ARCH 4843,3.29 ,2010
ARCH 4843,4.00 ,2011
ARCH 4843,3.71 ,2012
ARCH 4330,3.00 ,2008
ARCH 4335,3.75 ,2011
ARCH 4335,3.43 ,2012
ARCH 4335,3.50 ,2013
MGT 3084,3.16 ,2010
MGT 3084,3.43 ,2012
MGT 3084,3.12 ,2013
MUSI 3112,4.00 ,2008
MUSI 3112,4.00 ,2009
MUSI 3112,4.00 ,2010
MUSI 3112,4.00 ,2011
MUSI 3112,3.75 ,2012
MUSI 3113,4.00 ,2008
MUSI 3113,4.00 ,2009
MUSI 3113,4.00 ,2010
MUSI 3113,4.00 ,2011
MUSI 3113,4.00 ,2012
MUSI 3113,4.00 ,2013
CEE 3020,2.72 ,2008
CEE 3020,2.89 ,2009
CEE 3020,3.03 ,2010
CEE 3020,2.86 ,2011
CEE 3020,2.85 ,2012
CEE 3020,2.84 ,2013
ISYE 3133,3.04 ,2008
ISYE 3133,3.01 ,2009
ISYE 3133,2.96 ,2010
ISYE 3133,2.59 ,2011
ISYE 3133,2.89 ,2012
ISYE 3133,2.81 ,2013
ECE 4185,3.13 ,2012
ECE 4185,3.33 ,2013
ECE 4180,3.75 ,2008
ECE 4180,3.42 ,2009
ECE 4180,3.43 ,2010
ECE 4180,3.50 ,2011
ECE 4180,3.49 ,2012
ECE 4180,3.56 ,2013
CP 4020,3.05 ,2008
CP 4020,2.89 ,2009
CP 4020,3.17 ,2010
CP 4020,3.41 ,2011
CP 4020,3.45 ,2012
CP 4020,3.20 ,2013
INTA 2040,3.39 ,2008
INTA 2040,3.19 ,2009
INTA 2040,3.03 ,2010
INTA 2040,3.24 ,2011
INTA 2040,3.21 ,2012
INTA 2040,3.18 ,2013
SPAN 4350,3.80 ,2011
SPAN 4350,3.44 ,2012
ECE 4435,3.41 ,2008
ECE 4435,3.59 ,2009
ECE 4435,3.65 ,2010
ECE 4435,3.36 ,2011
ECE 4435,3.67 ,2012
ECE 4435,3.63 ,2013
CS 2335,3.55 ,2008
CS 2335,3.73 ,2009
CS 2335,3.83 ,2010
ECE 4430,3.31 ,2008
ECE 4430,3.15 ,2009
ECE 4430,3.08 ,2010
ECE 4430,3.19 ,2011
ECE 4430,3.20 ,2012
INTA 3803,3.56 ,2013
ARBC 3001,3.67 ,2011
ARBC 3001,3.00 ,2012
ARBC 3002,4.00 ,2012
ARBC 3002,4.00 ,2013
BIOL 1521,3.22 ,2008
BIOL 1521,3.03 ,2009
BIOL 1521,3.62 ,2010
BIOL 1521,3.37 ,2011
BIOL 1521,3.46 ,2012
BIOL 1521,3.05 ,2013
BIOL 1520,2.77 ,2008
BIOL 1520,2.97 ,2009
BIOL 1520,3.02 ,2010
BIOL 1520,3.26 ,2011
BIOL 1520,3.28 ,2012
BIOL 1520,3.25 ,2013
MATH 2699,4.00 ,2008
MATH 2699,4.00 ,2010
MATH 2699,3.50 ,2011
PTFE 3720,3.08 ,2008
PTFE 3720,3.42 ,2009
PTFE 3720,3.18 ,2010
PTFE 3720,3.10 ,2011
PTFE 3720,3.17 ,2012
PTFE 3720,2.96 ,2013
SPAN 2002,3.49 ,2008
SPAN 2002,3.59 ,2009
SPAN 2002,3.30 ,2010
SPAN 2002,3.22 ,2011
SPAN 2002,3.51 ,2012
SPAN 2002,3.39 ,2013
SPAN 2001,3.25 ,2008
SPAN 2001,3.44 ,2009
SPAN 2001,3.62 ,2010
SPAN 2001,3.14 ,2011
SPAN 2001,3.48 ,2012
SPAN 2001,3.57 ,2013
LCC 4701,3.78 ,2009
LCC 4701,3.77 ,2010
LCC 4701,3.86 ,2011
LCC 4701,3.90 ,2012
LCC 4701,4.00 ,2013
BC 2630,3.78 ,2008
BC 2630,3.63 ,2009
BC 2630,3.84 ,2010
BC 2630,3.63 ,2011
BC 2630,3.80 ,2012
BC 2630,3.92 ,2013
MSL 1001,3.89 ,2008
MSL 1001,3.27 ,2009
MSL 1001,3.95 ,2010
MSL 1001,3.88 ,2011
MSL 1001,3.92 ,2012
LCC 4702,3.81 ,2010
LCC 4702,3.90 ,2011
LCC 4702,4.00 ,2012
LCC 4702,3.95 ,2013
MGT 3510,2.73 ,2008
MGT 3510,3.00 ,2009
MGT 3510,2.90 ,2010
MGT 3510,2.78 ,2011
MGT 3510,3.16 ,2012
MGT 3510,3.40 ,2013
MUSI 2401,4.00 ,2008
MUSI 2402,4.00 ,2008
MUSI 2402,4.00 ,2009
MUSI 2402,4.00 ,2010
MUSI 2402,4.00 ,2011
MUSI 2402,4.00 ,2012
MUSI 2402,4.00 ,2013
ECE 4500,3.20 ,2008
ECE 4500,3.06 ,2009
ECE 4500,3.83 ,2010
ECE 4500,3.37 ,2011
ECE 4500,3.75 ,2012
ECE 4500,3.31 ,2013
ECE 4501,3.20 ,2008
ECE 4501,4.00 ,2009
ECE 4501,3.46 ,2010
PHYS 4146,3.28 ,2009
PHYS 4146,3.62 ,2011
PHYS 4146,3.29 ,2012
PHYS 4146,3.20 ,2013
AE 4580,3.80 ,2008
AE 4580,3.82 ,2009
AE 4580,3.63 ,2010
AE 4580,3.54 ,2011
AE 4580,3.29 ,2012
ECE 2901,3.50 ,2008
ECE 2901,4.00 ,2009
ECE 2901,3.00 ,2010
ECE 2901,4.00 ,2011
ECE 2901,4.00 ,2012
BC 4600,3.55 ,2008
BC 4600,3.31 ,2009
BC 4600,3.67 ,2010
BC 4600,3.03 ,2011
BC 4600,3.20 ,2012
BC 4600,3.78 ,2013
ECE 2903,4.00 ,2010
ECE 2903,4.00 ,2012
ECE 2903,4.00 ,2013
