course,GPA,A,B,C,D,F,W,semester,year
CS 4911,3.88,88,10.66666667,0.666666667,0,0,0.666666667,Fall,2010
CS 4911,3.654,65.4,34.6,0,0,0,0,Fall,2011
CS 4911,3.826666667,90.33333333,4,3.333333333,0,1.666666667,0.666666667,Fall,2012
CS 4911,3.465,46.5,53.5,0,0,0,0,Spring,2008
CS 4911,3.82,88,6.333333333,5.666666667,0,0,0,Spring,2009
CS 4911,3.895,88.5,10.5,0,0,0,1.25,Spring,2010
CS 4911,3.836666667,86.33333333,10.66666667,2.666666667,0,0,0,Spring,2011
CS 4911,3.82,82,18,0,0,0,0,Spring,2012
CS 4911,3.993333333,99.33333333,0.666666667,0,0,0,0,Spring,2013
CS 4911,3.55,64,27,9,0,0,0,Summer,2008
CS 4911,3.63,67,29,4,0,0,0,Summer,2009
CS 4911,4,100,0,0,0,0,0,Summer,2010
CS 4911,3.83,83,17,0,0,0,0,Summer,2011
CS 4911,4,100,0,0,0,0,0,Summer,2012
CS 4911,3.89,86,11,0,0,0,3,Summer,2013
CS 4052,4,100,0,0,0,0,0,Spring,2013
CS 3750,3.32,30,67,0,0,0,3,Fall,2008
CS 3750,3.81,81,15.5,1.5,0,0,1.5,Fall,2009
CS 3750,3.295,29.5,68,1,0,0,1,Fall,2010
CS 3750,2.97,22,46,20,2,0,7,Fall,2011
CS 3750,3.43,48,38,8,0,0,8,Fall,2012
CS 3750,3.275,42,42.5,9.5,1.5,1,2.5,Spring,2008
CS 3750,3.285,40,38.5,10,1.5,0,9,Spring,2009
CS 3750,3.26,42.5,36.5,15.5,1.5,0,5,Spring,2010
CS 3750,3.24,38,45,14.5,0,0,1.5,Spring,2011
CS 3750,3.375,51,29,13,1.5,0,5,Spring,2012
CS 3750,2.955,27,41.5,26.5,0,1.5,1,Spring,2013
CS 3750,3.07,34,38,28,0,0,0,Summer,2010
CS 3750,3.41,52,38,10,0,0,0,Summer,2011
CS 3750,3.72,84,8,4,4,0,0,Summer,2012
CS 3750,3.48,57.5,33.5,9.5,0,0,0,Summer,2013
CS 4420,2.06,11,16,42,11,11,11,Spring,2008
CS 4420,2.62,38,31,0,15,15,0,Spring,2009
CS 4420,3.46,58,29,13,0,0,0,Spring,2010
CS 4420,3.35,47,37,0,0,5,11,Spring,2011
CS 4420,2.87,25,50,8,8,4,4,Spring,2012
CS 4420,3.74,67,24,0,0,0,5,Spring,2013
CS 2050,2.968333333,29.16666667,34.83333333,19,3.833333333,2,11.83333333,Fall,2011
CS 2050,2.795,28.25,35,22.75,8.75,2.75,2.75,Fall,2012
CS 2050,2.7225,19.25,42.25,22.75,7.75,2.25,5.5,Spring,2012
CS 2050,2.8575,28.75,34,22,7,2,6.25,Spring,2013
CS 2050,2.92,28,40,28,4,0,0,Summer,2011
CS 2050,3.5,56,39,6,0,0,0,Summer,2012
CS 2050,3.82,82,18,0,0,0,0,Summer,2013
CS 2051,3.58,54,29,4,0,0,14,Fall,2012
CS 2051,3.8,77,19,0,0,0,4,Spring,2013
CS 4642,3.05,13.5,72.5,9,0,0,4.5,Fall,2009
CS 4642,2.67,0,50,25,0,0,25,Fall,2010
CS 4642,2.86,22,22,33,0,0,22,Fall,2011
CS 4642,3.2,38,44,6,6,0,6,Fall,2012
CS 4642,2.2,0,50,17,0,17,17,Spring,2009
CS 4642,2.36,13,25,13,13,6,31,Spring,2010
CS 4642,2.75,0,60,20,0,0,20,Spring,2011
CS 4642,2.57,43,29,0,0,29,0,Spring,2012
CS 4642,2.67,0,50,25,0,0,0,Spring,2013
CS 4642,3.43,57,29,14,0,0,0,Summer,2012
CS 4641,3.33,47,21,5,0,5,21,Spring,2008
CS 4641,3.5,42,8,4,4,0,42,Spring,2009
CS 4641,3.46,40,33,4,0,0,20,Spring,2010
CS 4641,3.22,37,30,11,2,2,19,Spring,2011
CS 4641,3.34,43,30,5,3,1,18,Spring,2012
CS 4641,3.46,51,26,2,5,0,14,Spring,2013
CS 4641,3.47,65,24,6,6,0,0,Summer,2012
CS 4641,3.57,37,18,0,0,2,43.5,Summer,2013
CS 4335,2.88,13,63,25,0,0,0,Spring,2009
CS 4335,3.27,36,55,9,0,0,0,Spring,2010
CS 4335,3.25,33,58,8,0,0,0,Spring,2011
CS 4335,3.58,58,42,0,0,0,0,Spring,2012
CS 4335,3.69,64,29,0,0,0,7,Spring,2013
CS 3101,4,100,0,0,0,0,0,Fall,2011
CS 3101,4,97,0,0,0,0,0,Spring,2010
CS 3101,4,97,0,0,0,0,0,Spring,2011
CS 3101,4,100,0,0,0,0,0,Summer,2009
CS 3451,3.03,32,44,16,4,1,3,Fall,2008
CS 3451,3.22,38,40,10,0,3,10,Fall,2009
CS 3451,2.93,33,35,13,4,6,7,Fall,2010
CS 3451,2.98,30,21,14,4,3,26,Fall,2011
CS 3451,2.89,21,23,18,5,0,32,Fall,2012
CS 3451,3.15,43,17,21,4,0,15,Spring,2008
CS 3451,2.63,19,29,15,0,10,25,Spring,2009
CS 3451,2.74,24,28,23,4,5,16,Spring,2010
CS 3451,2.63,25,30,19,8,8,8,Spring,2011
CS 3451,2.96,41,22,17,3,7,7,Spring,2012
CS 3451,2.76,33,27,18,5,9,6,Spring,2013
CS 3451,2.89,20,27,7,0,7,40,Summer,2012
CS 3451,2,17,17,22,6,22,17,Summer,2013
CS 4330,3.29,38,38,13,0,0,0,Spring,2008
CS 4330,3.43,43,57,0,0,0,0,Spring,2009
CS 4330,2,0,0,100,0,0,0,Spring,2010
CS 1316,2.956666667,34.66666667,30,19.66666667,7.333333333,1.333333333,7,Fall,2008
CS 1316,2.346666667,23.66666667,18.33333333,19.66666667,15.33333333,9.666666667,13,Fall,2009
CS 1316,2.83,27,39.5,19.5,7.75,3,3.75,Spring,2008
CS 1316,3.165,46.75,29.5,11.5,5.75,2.5,3.75,Spring,2009
CS 1316,2.7625,24.25,39,21.25,8,3,5.25,Spring,2010
CS 1316,3.17,40,36,8,8,0,8,Spring,2011
CS 1316,3.29,38,44,0,6,0,13,Spring,2012
CS 1316,3.4,67,20,7,0,7,0,Spring,2013
CS 1316,2.66,30,19,30.5,7.5,5.5,7.5,Summer,2008
CS 1316,2.95,41,27,14,9,5,5,Summer,2009
CS 1316,2.735,18,32,27,2.5,1.5,19,Summer,2010
CS 1315,2.588333333,19.33333333,37.5,21.83333333,9.333333333,5.833333333,6.833333333,Fall,2008
CS 1315,2.748333333,19.83333333,41.83333333,25.83333333,7.166666667,1.333333333,4.333333333,Fall,2009
CS 1315,2.875,29.83333333,35.5,14,7.333333333,4.166666667,9.166666667,Fall,2010
CS 1315,3.06,35.5,37.83333333,12,4,3.333333333,7,Fall,2011
CS 1315,2.948333333,33.16666667,37.33333333,17,5.333333333,3.333333333,3.666666667,Fall,2012
CS 1315,2.8175,26.5,35.875,18,7.625,3.375,8.75,Spring,2008
CS 1315,3.03,36.75,37,15.5,5.625,2.125,2.875,Spring,2009
CS 1315,2.4275,17.375,33.25,23.75,13.5,7,5.25,Spring,2010
CS 1315,2.78,23.25,37.25,26.75,5.125,2,5.5,Spring,2011
CS 1315,3.04625,37.125,32,15.25,6,2.25,7.875,Spring,2012
CS 1315,3.18,52.25,20.75,15.625,3.25,4.375,3.625,Spring,2013
CS 1315,3.1725,39.75,36,14,3.5,0.75,6.25,Summer,2008
CS 1315,3.403333333,51.66666667,33.66666667,9.333333333,1.333333333,0,4,Summer,2009
CS 1315,2.675,25.25,35.25,22.25,9.75,5.25,2.25,Summer,2010
CS 1315,3.23,42.5,37.25,9.5,2.75,1.75,5.75,Summer,2011
CS 1315,3.3275,57.25,22.25,10,2.5,3.5,4,Summer,2012
CS 1315,3.52,60,23.33333333,8,2,0,4,Summer,2013
CS 2340,3.41,51,28,9,2,0,9,Fall,2008
CS 2340,3.72,71,18,2,0,1,8,Fall,2009
CS 2340,3.83,84,10,1,1,1,5,Fall,2010
CS 2340,3.91,93,3,3,0,0,1,Fall,2011
CS 2340,3.89,90,8,2,0,0,1,Fall,2012
CS 2340,3.43,52,29,7,3,0,9,Spring,2008
CS 2340,3.28,46,32,13,1,2,7,Spring,2009
CS 2340,3.67,65,24,2,0,1,9,Spring,2010
CS 2340,3.7,75,16,5,0,1,2,Spring,2011
CS 2340,3.82,85,11,3,0,0,1,Spring,2012
CS 2340,3.9,90,8,1,1,0,2,Spring,2013
CS 2340,3.33,47,25,13,0,2,13,Summer,2008
CS 2340,3.61,75,15,0,0,6,4,Summer,2009
CS 2340,3.61,73,18,3,0,3,2,Summer,2010
CS 2340,3.91,89,9,0,0,0,2,Summer,2011
CS 2340,3.92,91,8,0,0,0,2,Summer,2012
CS 2340,3.53,77,13,0,0,8,2,Summer,2013
CS 2110,2.4175,19.5,32.75,19.5,10.75,11.25,6.25,Fall,2008
CS 2110,2.676666667,27.66666667,26.66666667,22.5,12.16666667,3.666666667,7.166666667,Fall,2009
CS 2110,2.452,20.8,31.6,19.4,3,14.8,10.6,Fall,2010
CS 2110,2.28,16.5,31.33333333,12,10.66666667,12.5,17,Fall,2011
CS 2110,2.68875,21.375,37.875,21.875,7.875,4.125,6.875,Fall,2012
CS 2110,2.405,20.5,30,17,17,8,7,Spring,2008
CS 2110,2.97,30,45,11,5,4,5,Spring,2009
CS 2110,2.6075,24.25,29.25,29.5,3.5,8.5,5,Spring,2010
CS 2110,2.49,19,27,27.75,8.5,6.25,11.25,Spring,2011
CS 2110,2.596666667,27.33333333,25.66666667,21.5,13.83333333,5.5,6,Spring,2012
CS 2110,2.8475,26.375,36.375,22.25,5.5,2.375,6.75,Spring,2013
CS 2110,2.64,23,33,18,15,3,10,Summer,2008
CS 2110,3.21,25.5,32.5,3,0,3,35.5,Summer,2009
CS 2110,2.73,30,28,21,7,7,7,Summer,2010
CS 2110,2.38,18,26,15,15,8,18,Summer,2011
CS 2110,2.65,22,36,22,4,8,8,Summer,2012
CS 2110,2.77,29,27,33,6,2,2,Summer,2013
CS 3220,3.15,34,45,10,0,3,3,Fall,2008
CS 3220,3.09,54,8,21,0,8,8,Fall,2011
CS 3220,3.13,42,27,19,0,4,4,Spring,2010
CS 3220,2.76,35,18,35,12,0,0,Spring,2011
CS 3220,3.7,70,30,0,0,0,0,Spring,2013
CS 4901,3.83,83,17,0,0,0,0,Fall,2008
CS 4901,3.07,33,53,7,0,7,0,Fall,2009
CS 4901,3.69,68,30,0,0,0,3,Fall,2010
CS 4901,3.79,81.5,16.5,2,0,0,0,Fall,2011
CS 4901,3.775,79.5,18,2.5,0,0,0,Fall,2012
CS 4901,4,100,0,0,0,0,0,Spring,2008
CS 4901,4,100,0,0,0,0,0,Spring,2009
CS 4901,3.85,92,2,2,0,2,2,Spring,2010
CS 4901,2.86,24,51,16,3,5,0,Spring,2011
CS 4901,3.56,72,19,6,0,3,0,Spring,2012
CS 4901,3.79,80,15,2.5,0,0,2.5,Spring,2013
CS 4901,3,50,0,50,0,0,0,Summer,2008
CS 4901,3.8,80,20,0,0,0,0,Summer,2009
CS 4901,2.4,20,40,20,0,20,0,Summer,2010
CS 4901,3.43,43,57,0,0,0,0,Summer,2011
CS 4901,3.5,50,50,0,0,0,0,Summer,2012
CS 4901,2.5,16.5,16.5,66.5,0,0,0,Summer,2013
CS 4903,4,100,0,0,0,0,0,Fall,2008
CS 4903,4,100,0,0,0,0,0,Fall,2009
CS 4903,4,98.66666667,0,0,0,0,1.333333333,Fall,2010
CS 4903,4,100,0,0,0,0,0,Fall,2011
CS 4903,3.6,80,0,20,0,0,0,Fall,2012
CS 4903,3.9,90,10,0,0,0,0,Spring,2008
CS 4903,3.875,87.5,12.5,0,0,0,0,Spring,2009
CS 4903,4,100,0,0,0,0,0,Spring,2010
CS 4903,4,99.66666667,0,0,0,0,0.333333333,Spring,2011
CS 4903,4,100,0,0,0,0,0,Spring,2012
CS 4903,4,99.57142857,0,0,0,0,0.428571429,Spring,2013
CS 4903,4,90,0,0,0,0,0,Summer,2008
CS 4903,3,50,0,50,0,0,0,Summer,2009
CS 4903,4,100,0,0,0,0,0,Summer,2010
CS 4903,4,100,0,0,0,0,0,Summer,2011
CS 4903,4,100,0,0,0,0,0,Summer,2012
CS 4903,4,100,0,0,0,0,0,Summer,2013
CS 4980,3.666666667,66.66666667,33.33333333,0,0,0,0,Fall,2008
CS 4980,3.5,50,50,0,0,0,0,Fall,2009
CS 4980,4,100,0,0,0,0,0,Fall,2010
CS 4980,4,100,0,0,0,0,0,Fall,2011
CS 4980,4,100,0,0,0,0,0,Fall,2012
CS 4980,3.8,90,0,10,0,0,0,Spring,2008
CS 4980,3.95,95,5,0,0,0,0,Spring,2009
CS 4980,3.818181818,81.81818182,18.18181818,0,0,0,0,Spring,2010
CS 4980,3.888888889,88.88888889,11.11111111,0,0,0,0,Spring,2011
CS 4980,4,100,0,0,0,0,0,Spring,2012
CS 4980,4,96.15384615,0,0,0,0,3.846153846,Spring,2013
CS 4980,4,100,0,0,0,0,0,Summer,2008
CS 4980,4,100,0,0,0,0,0,Summer,2009
CS 4980,4,100,0,0,0,0,0,Summer,2010
CS 4980,4,100,0,0,0,0,0,Summer,2011
CS 4980,4,100,0,0,0,0,0,Summer,2013
CS 4632,3.78,84,0,11,0,0,0,Fall,2008
CS 4632,4,100,0,0,0,0,0,Fall,2010
CS 1801,4,98,0,0,0,0,2,Spring,2012
CS 1801,4,100,0,0,0,0,0,Spring,2013
CS 4342,3.33,67,0,33,0,0,0,Summer,2008
CS 4343,3.8,80,20,0,0,0,0,Spring,2009
CS 4343,4,100,0,0,0,0,0,Spring,2010
CS 4343,4,100,0,0,0,0,0,Spring,2011
CS 4343,4,100,0,0,0,0,0,Spring,2012
CS 4343,4,80,0,0,0,0,10,Spring,2013
CS 3600,2.86,24,25,5,5,5,33,Fall,2008
CS 3600,2.81,21,26,24,3,2,24,Fall,2009
CS 3600,3.16,42,23,3,3,7,23,Fall,2010
CS 3600,3,29,23,12,6,2,25,Fall,2011
CS 3600,3.2,39,17,12,2,2,26,Fall,2012
CS 3600,2.95,28,25,12,0,7,27,Spring,2008
CS 3600,3,53,16,4,4,13,9,Spring,2009
CS 3600,2.95,38,16,10,4,8,18,Spring,2010
CS 3600,3,33,19,20,4,2,20,Spring,2011
CS 3600,2.95,28,26,11,7,3,23,Spring,2012
CS 3600,2.86,33,24,12,9,5,9,Spring,2013
CS 3600,3.16,53,26,5,16,0,0,Summer,2012
CS 3600,2.85,36,29,14,7,7,4,Summer,2013
CS 4650,4,67,0,0,0,0,33,Fall,2008
CS 4650,4,71,0,0,0,0,29,Fall,2010
CS 4650,4,100,0,0,0,0,0,Spring,2010
CS 4650,2.25,13,13,13,0,13,50,Spring,2012
CS 4650,3,0,40,0,0,0,40,Spring,2013
CS 4496,3.19,52,13,22,0,4,9,Spring,2008
CS 4496,3.53,43,39,0,0,0,13,Spring,2009
CS 4496,3.34,49,18,13,0,3,18,Spring,2010
CS 4496,3,33,25,22,6,0,14,Spring,2011
CS 4496,3.18,42,32,10,3,3,6,Spring,2012
CS 4496,3.34,38,31,5,0,2,21,Spring,2013
CS 4495,3.55,44,19,6,0,0,31,Fall,2008
CS 4495,3.37,55,20,20,0,0,5,Fall,2009
CS 4495,3.59,63,17,10,0,0,7,Fall,2010
CS 4495,2.86,28,36,21,0,6,9,Fall,2011
CS 4495,3.235,54.5,7.5,5,6,6,15,Fall,2012
CS 4320,3.4,40,60,0,0,0,0,Fall,2008
CS 4320,2.4,0,80,0,0,20,0,Fall,2009
CS 4400,2.996666667,24.66666667,49.66666667,20,1.666666667,0.333333333,2,Fall,2008
CS 4400,2.903333333,25.33333333,42,21.66666667,5.333333333,1,4.333333333,Fall,2009
CS 4400,3.023333333,24.66666667,50,12.33333333,3,1.333333333,7.333333333,Fall,2010
CS 4400,3.02,25.66666667,47.33333333,18.66666667,2.666666667,0,4.333333333,Fall,2011
CS 4400,3.08,27.33333333,52.33333333,15.33333333,2.333333333,0,1.666666667,Fall,2012
CS 4400,3.166666667,34,46.33333333,14.33333333,1,0.666666667,3.333333333,Spring,2008
CS 4400,2.913333333,28.66666667,35.66666667,26.33333333,3.333333333,1.333333333,2.333333333,Spring,2009
CS 4400,2.863333333,21.66666667,44.66666667,20.33333333,5.333333333,1,5,Spring,2010
CS 4400,3.15,35.66666667,42.33333333,18.33333333,1,0,1.333333333,Spring,2011
CS 4400,3.066666667,32.66666667,42.33333333,18.33333333,2.666666667,0.666666667,2.666666667,Spring,2012
CS 4400,3.2475,40.75,36.75,14.75,1.25,0,2.5,Spring,2013
CS 4400,3.135,30.5,43,14.5,2,0,6.5,Summer,2008
CS 4400,3.186666667,34.33333333,52.33333333,9.333333333,2,0.666666667,0,Summer,2009
CS 4400,3.11,35.66666667,44.33333333,13,2,2.333333333,3,Summer,2010
CS 4400,3.29,44.5,37.75,13.75,1,0.5,2.75,Summer,2011
CS 4400,3.2475,39.75,45.75,10.25,1.25,0.75,1.75,Summer,2012
CS 4400,3.533333333,59.33333333,35,3.333333333,0,1.333333333,1,Summer,2013
CS 3210,3.32,43,33,8,0,3,5,Fall,2008
CS 3210,2.89,26,38,19,5,2,2,Fall,2009
CS 3210,3.5,59,22,4,0,4,7,Fall,2010
CS 3210,3.78,79,15,3,0,0,3,Fall,2011
CS 3210,3.16,36,31,11,2,2,16,Fall,2012
CS 3210,3.42,54,29,7,4,0,7,Spring,2009
CS 3210,2.96,28,40,20,0,4,8,Spring,2010
CS 3210,2.83,30,39,22,0,9,0,Spring,2011
CS 3210,3.03,33,31,8,8,3,10,Spring,2012
CS 3210,3.39,47,25,14,0,0,8,Spring,2013
CS 2261,2.89,47,19,11,4,13,6,Fall,2008
CS 2261,3.21,59,23,4,4,8,1,Fall,2009
CS 2261,3.27,44,35,3,2,5,11,Fall,2010
CS 2261,2.68,36,23,14,2,16,9,Fall,2011
CS 2261,2.33,19,33,14,16,12,2,Fall,2012
CS 2261,2.98,49,22,17,2,10,0,Spring,2008
CS 2261,3.13,60,14,7,2,12,5,Spring,2009
CS 2261,3.26,52,24,11,2,4,7,Spring,2010
CS 2261,2.88,37,26,19,4,7,7,Spring,2011
CS 2261,2.7,44,17,15,10,13,2,Spring,2012
CS 2261,2.48,32,20,18,11,14,2,Spring,2013
CS 3801,3,0,100,0,0,0,0,Fall,2010
CS 3802,3.5,50,50,0,0,0,0,Fall,2009
CS 3802,3.75,75,25,0,0,0,0,Fall,2010
CS 3802,4,100,0,0,0,0,0,Spring,2010
CS 3802,3.62,60,36.6,0,0,0,3.4,Spring,2011
CS 3803,4,90,0,0,0,0,0,Fall,2012
CS 3803,4,95,0,0,0,0,0,Spring,2009
CS 4237,3.56,53,42,0,0,0,5,Fall,2009
CS 4237,3.33,50,29,0,0,7,0,Spring,2009
CS 4235,3.19,43.5,36.5,3.5,5,3.5,8.5,Fall,2008
CS 4235,2.63,19,26,31,2,5,17,Fall,2009
CS 4235,2.95,34,37,20,2,5,2,Fall,2010
CS 4235,3.29,54,8,21,4,0,13,Fall,2011
CS 4235,3.51,47,44,0,0,0,7,Fall,2012
CS 4235,3.42,47,47,6,0,0,0,Spring,2008
CS 4235,3.43,49,44,2,2,0,2,Spring,2009
CS 4235,2.97,18,56,21,0,0,6,Spring,2010
CS 4235,2.88,28,39,15,2,7,9,Spring,2011
CS 4235,3.57,61,35,4,0,0,0,Spring,2012
CS 4235,3.69,74,18,2,0,2,4,Spring,2013
CS 4235,3.73,73,18,0,3,0,8,Summer,2008
CS 4235,3.5,67,15,5,0,5,5,Summer,2009
CS 4235,3.64,67,20,2,0,2,6,Summer,2010
CS 4235,3.39,39,61,0,0,0,0,Summer,2011
CS 4235,3.59,68,25,0,0,4,4,Summer,2012
CS 4235,3.23,46,21,25,0,0,4,Summer,2013
CS 1803,2.705,29,29.5,19.25,11.5,5,6.25,Fall,2010
CS 1803,2.85,30.25,37.75,15.75,5.5,6,4.5,Spring,2011
CS 1803,3.67,50,25,0,0,0,13,Summer,2012
CS 3510,2.91,36,21,21,0,8,15,Fall,2008
CS 3510,2.82,22,47,17,3,5,5,Fall,2009
CS 3510,2.915,28.5,25,31,2.5,0,14,Fall,2010
CS 3510,3.005,33.5,27,18.5,6,1.5,14.5,Fall,2011
CS 3510,2.965,31.5,32.5,21.5,4.5,1,9,Fall,2012
CS 3510,2.78,23.5,29,27.5,2.5,3,14,Spring,2008
CS 3510,2.91,26,51,17,2,4,0,Spring,2009
CS 3510,2.71,14,44,20,5,3,14,Spring,2010
CS 3510,2.83,21.5,36.5,35.5,1,0,4,Spring,2011
CS 3510,3.01,36,26,25.5,2,2,9,Spring,2012
CS 3510,3.035,33,36,22,1,2,6,Spring,2013
CS 3510,3.11,41.5,32,18.5,2,2,4,Summer,2008
CS 3510,3.325,60,13.5,21.5,0,2,2,Summer,2009
CS 3510,2.74,26,37,26,9,3,0,Summer,2010
CS 3510,2.84,26,26,35,3,0,9,Summer,2011
CS 3510,3.25,36,33,15,0,0,15,Summer,2012
CS 3510,3.12,29,32,12,0,3,21,Summer,2013
CS 3511,3.33,67,22,0,0,11,0,Spring,2009
CS 3511,3.18,55,18,18,9,0,0,Spring,2010
CS 3511,3.75,50,17,0,0,0,17,Spring,2011
CS 3511,3.08,47,7,20,0,7,20,Spring,2012
CS 3511,3.4,56,32,8,4,0,0,Spring,2013
CS 1301,2.969166667,36.25,27.25,19.25,4.166666667,3.416666667,9.5,Fall,2008
CS 1301,2.635833333,22.5,31.66666667,27.5,8.416666667,4.083333333,6.166666667,Fall,2009
CS 1301,2.84,27.33333333,39.5,19.66666667,4.833333333,4.333333333,4.333333333,Fall,2010
CS 1301,3.06,41.8125,30.25,15.5,6.5625,2.5,3.4375,Fall,2011
CS 1301,3.088571429,39.42857143,37,13.07142857,3.5,3.5,3.642857143,Fall,2012
CS 1301,2.806,28,37.8,16.4,6.2,5.6,5.6,Spring,2008
CS 1301,2.971666667,34.33333333,30.16666667,19.5,7.666666667,0.666666667,8,Spring,2009
CS 1301,2.84,36.66666667,29.33333333,11.83333333,8.833333333,7.166666667,7,Spring,2010
CS 1301,3.083333333,39.83333333,36,13.83333333,2.333333333,3.833333333,3.833333333,Spring,2011
CS 1301,2.884166667,27.66666667,40.41666667,16.16666667,6.5,3.083333333,6,Spring,2012
CS 1301,3.174166667,42.5,35.58333333,11.16666667,5,1.583333333,3.666666667,Spring,2013
CS 1301,2.883333333,28,42.33333333,18.66666667,3,4.666666667,3,Summer,2008
CS 1301,2.726666667,24,29.66666667,28.66666667,7.333333333,0,10.66666667,Summer,2009
CS 1301,3.04,29,32,18,4,0,18,Summer,2010
CS 1301,3.1,35,42,15,3,2,3,Summer,2011
CS 1301,2.605,28.5,23.5,25,5,8.5,9.5,Summer,2012
CS 1301,3.245,52.5,31,10.5,2,4.5,0,Summer,2013
