course,GPA,A,B,C,D,F,W,semester,year
EAS 3603,2.86 ,33.00 ,39.00 ,14.00 ,8.00 ,6.00 ,0.00 ,Fall,2011
EAS 3603,2.61 ,17.00 ,29.00 ,43.00 ,6.00 ,0.00 ,6.00 ,Fall,2012
HTS 3028,2.98 ,22.00 ,41.00 ,24.00 ,0.00 ,0.00 ,2.00 ,Spring,2010
SPAN 3101,3.72 ,67.50 ,26.50 ,0.00 ,0.00 ,0.00 ,6.00 ,Fall,2009
SPAN 3101,3.40 ,51.00 ,37.50 ,0.00 ,0.00 ,4.00 ,4.00 ,Fall,2010
SPAN 3101,3.65 ,68.00 ,22.33 ,6.00 ,0.00 ,0.00 ,2.33 ,Fall,2011
SPAN 3101,3.70 ,68.67 ,29.33 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
SPAN 3101,3.50 ,50.00 ,27.00 ,8.00 ,0.00 ,0.00 ,12.00 ,Spring,2008
SPAN 3101,3.83 ,74.50 ,15.50 ,0.00 ,0.00 ,0.00 ,10.00 ,Spring,2011
SPAN 3101,3.63 ,61.50 ,36.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2012
SPAN 3101,3.65 ,63.00 ,33.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
SPAN 3101,3.86 ,75.00 ,13.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2008
SPAN 3101,3.54 ,66.50 ,29.00 ,0.00 ,0.00 ,4.00 ,0.00 ,Summer,2010
SPAN 3101,3.00 ,33.00 ,22.00 ,11.00 ,11.00 ,0.00 ,22.00 ,Summer,2011
SPAN 3101,3.30 ,30.00 ,70.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2013
LCC 3110,3.03 ,34.00 ,40.00 ,23.00 ,0.00 ,3.00 ,0.00 ,Spring,2011
LCC 3110,3.16 ,41.00 ,38.00 ,16.00 ,0.00 ,3.00 ,3.00 ,Spring,2012
MGT 3744,3.68 ,62.00 ,30.50 ,0.00 ,0.00 ,0.00 ,7.00 ,Spring,2009
MGT 3744,3.85 ,85.00 ,15.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2010
MGT 3744,3.31 ,45.50 ,45.50 ,5.50 ,0.00 ,3.50 ,0.50 ,Spring,2011
MGT 3744,3.44 ,46.00 ,49.00 ,3.00 ,0.00 ,0.00 ,3.00 ,Spring,2012
MGT 3744,3.80 ,80.00 ,20.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
PTFE 3200,3.73 ,73.00 ,27.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2008
PTFE 3200,3.58 ,63.00 ,26.00 ,3.00 ,3.00 ,0.00 ,3.00 ,Spring,2009
PTFE 3200,3.34 ,53.00 ,34.00 ,8.00 ,5.00 ,0.00 ,0.00 ,Spring,2010
PTFE 3200,3.15 ,26.00 ,58.00 ,12.00 ,0.00 ,0.00 ,5.00 ,Spring,2011
PTFE 3200,3.44 ,58.00 ,24.00 ,11.00 ,0.00 ,2.00 ,5.00 ,Spring,2012
PTFE 3200,3.52 ,56.00 ,38.00 ,5.00 ,0.00 ,0.00 ,2.00 ,Spring,2013
MGT 3743,3.88 ,88.00 ,12.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
MGT 3743,3.54 ,65.00 ,23.00 ,6.50 ,0.00 ,2.00 ,3.50 ,Fall,2009
MGT 3743,3.79 ,79.00 ,21.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2010
MGT 3743,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2011
MGT 3743,3.88 ,91.00 ,7.00 ,2.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
EAS 1600,3.39 ,54.00 ,27.50 ,7.00 ,5.00 ,0.50 ,5.00 ,Fall,2008
EAS 1600,2.98 ,36.00 ,35.00 ,14.00 ,8.00 ,3.00 ,2.00 ,Fall,2009
EAS 1600,2.97 ,32.00 ,39.00 ,17.00 ,6.00 ,2.00 ,3.00 ,Fall,2010
EAS 1600,2.98 ,28.00 ,43.00 ,19.50 ,3.50 ,1.00 ,3.00 ,Fall,2011
EAS 1600,3.01 ,30.50 ,37.50 ,20.00 ,4.00 ,0.50 ,3.50 ,Fall,2012
EAS 1600,2.90 ,24.00 ,36.00 ,32.00 ,0.00 ,0.00 ,5.00 ,Spring,2008
EAS 1600,2.88 ,18.00 ,55.00 ,23.00 ,1.00 ,1.00 ,1.00 ,Spring,2009
EAS 1600,2.92 ,23.00 ,39.00 ,26.00 ,2.00 ,0.00 ,3.00 ,Spring,2010
EAS 1600,2.89 ,26.00 ,34.00 ,30.00 ,2.00 ,1.00 ,4.00 ,Spring,2011
EAS 1600,2.88 ,22.00 ,39.00 ,32.00 ,1.00 ,0.00 ,4.00 ,Spring,2012
EAS 1600,2.89 ,26.00 ,35.00 ,32.00 ,1.00 ,1.00 ,3.00 ,Spring,2013
EAS 1600,2.86 ,21.00 ,40.00 ,29.00 ,2.00 ,0.00 ,4.00 ,Summer,2010
EAS 1600,2.82 ,20.00 ,41.00 ,31.00 ,1.00 ,1.00 ,4.00 ,Summer,2011
EAS 1600,2.90 ,24.00 ,40.00 ,27.00 ,2.00 ,1.00 ,4.00 ,Summer,2012
EAS 1600,3.02 ,32.00 ,35.00 ,23.00 ,3.00 ,0.00 ,2.00 ,Summer,2013
EAS 1601,2.91 ,23.00 ,45.00 ,27.00 ,1.00 ,1.00 ,3.00 ,Fall,2008
EAS 1601,2.88 ,25.00 ,37.00 ,33.00 ,1.00 ,1.00 ,3.00 ,Fall,2009
EAS 1601,2.90 ,24.00 ,45.00 ,28.00 ,2.00 ,1.00 ,1.00 ,Fall,2010
EAS 1601,2.92 ,20.00 ,52.00 ,22.00 ,2.00 ,0.00 ,3.00 ,Fall,2011
EAS 1601,2.91 ,24.00 ,42.00 ,29.00 ,1.00 ,0.00 ,2.00 ,Fall,2012
EAS 1601,3.15 ,36.00 ,45.00 ,14.00 ,4.00 ,0.00 ,2.00 ,Spring,2008
EAS 1601,2.97 ,32.00 ,41.00 ,16.00 ,8.00 ,1.00 ,2.00 ,Spring,2009
EAS 1601,3.23 ,47.00 ,33.00 ,13.00 ,5.00 ,0.00 ,1.00 ,Spring,2010
EAS 1601,3.40 ,52.00 ,32.00 ,10.00 ,2.00 ,0.00 ,4.00 ,Spring,2011
EAS 1601,3.20 ,39.00 ,44.00 ,13.00 ,2.00 ,1.00 ,1.00 ,Spring,2012
EAS 1601,3.16 ,40.00 ,35.00 ,17.00 ,3.00 ,1.00 ,4.00 ,Spring,2013
CEE 4410,3.29 ,38.00 ,38.00 ,13.00 ,0.00 ,0.00 ,13.00 ,Spring,2008
CEE 4410,3.57 ,50.00 ,38.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
CEE 4410,3.20 ,50.00 ,30.00 ,10.00 ,10.00 ,0.00 ,0.00 ,Spring,2010
PHYS 3802,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
CEE 3055,3.08 ,38.00 ,38.00 ,9.00 ,6.00 ,3.00 ,6.00 ,Fall,2008
CEE 3055,2.48 ,28.33 ,21.00 ,25.67 ,8.33 ,11.00 ,5.67 ,Fall,2009
CEE 3055,3.18 ,58.40 ,14.00 ,12.60 ,6.60 ,3.20 ,5.40 ,Fall,2010
CEE 3055,3.20 ,45.00 ,35.00 ,9.25 ,6.50 ,0.00 ,4.25 ,Fall,2011
CEE 3055,3.72 ,75.00 ,20.00 ,2.50 ,1.00 ,0.00 ,1.00 ,Fall,2012
CEE 3055,2.79 ,23.00 ,36.33 ,34.00 ,3.67 ,0.00 ,3.33 ,Spring,2008
CEE 3055,3.06 ,37.75 ,32.00 ,23.25 ,3.25 ,0.50 ,3.25 ,Spring,2009
CEE 3055,3.50 ,63.00 ,24.80 ,6.40 ,2.80 ,0.60 ,2.80 ,Spring,2010
CEE 3055,3.25 ,47.20 ,32.60 ,15.00 ,3.20 ,0.40 ,1.60 ,Spring,2011
CEE 3055,3.27 ,49.67 ,28.33 ,20.33 ,0.00 ,1.00 ,0.67 ,Spring,2012
CEE 3055,3.27 ,56.50 ,20.50 ,14.00 ,6.50 ,1.00 ,1.00 ,Spring,2013
CEE 3055,3.50 ,52.00 ,40.00 ,4.00 ,0.00 ,0.00 ,4.00 ,Summer,2008
CEE 3055,3.59 ,66.00 ,28.00 ,6.00 ,0.00 ,0.00 ,0.00 ,Summer,2009
CEE 3055,3.06 ,47.00 ,18.00 ,18.00 ,12.00 ,0.00 ,6.00 ,Summer,2010
CEE 3055,3.85 ,83.50 ,15.00 ,0.00 ,0.00 ,0.00 ,1.50 ,Summer,2011
CEE 3055,2.80 ,19.00 ,43.00 ,29.00 ,5.00 ,0.00 ,5.00 ,Summer,2012
CEE 3055,2.64 ,13.00 ,43.00 ,35.00 ,0.00 ,4.00 ,4.00 ,Summer,2013
ARCH 4023,3.35 ,37.00 ,54.50 ,4.50 ,0.00 ,0.00 ,4.00 ,Spring,2008
ARCH 4023,3.55 ,51.00 ,44.50 ,0.00 ,0.00 ,0.00 ,4.50 ,Spring,2009
ARCH 4023,3.37 ,58.00 ,32.00 ,5.00 ,0.00 ,5.00 ,0.00 ,Spring,2010
ARCH 4023,3.77 ,77.00 ,23.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2011
ARCH 4023,3.65 ,65.00 ,35.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2012
ECE 4110,3.37 ,40.00 ,57.00 ,3.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
ECE 4110,2.94 ,36.00 ,27.00 ,27.00 ,3.00 ,3.00 ,3.00 ,Fall,2010
ECE 4110,2.86 ,23.00 ,42.00 ,33.00 ,2.00 ,0.00 ,0.00 ,Fall,2011
ECE 4110,3.16 ,31.00 ,50.00 ,15.00 ,0.00 ,0.00 ,4.00 ,Fall,2012
ECE 4110,3.56 ,58.00 ,26.33 ,7.33 ,0.00 ,0.00 ,8.33 ,Spring,2008
ECE 4110,3.25 ,54.00 ,17.00 ,29.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
ECE 4110,2.92 ,38.00 ,26.00 ,21.00 ,13.00 ,0.00 ,3.00 ,Spring,2010
ECE 4110,3.37 ,48.00 ,29.00 ,14.00 ,0.00 ,0.00 ,10.00 ,Spring,2012
ECE 4110,3.03 ,23.00 ,58.00 ,19.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
ECE 4110,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2008
ARCH 4021,3.50 ,47.00 ,47.00 ,0.00 ,0.00 ,0.00 ,5.00 ,Summer,2008
ARCH 4021,3.31 ,56.00 ,31.00 ,6.00 ,0.00 ,6.00 ,0.00 ,Summer,2009
ARCH 4021,3.41 ,41.00 ,59.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2010
ARCH 4021,3.19 ,44.00 ,44.00 ,6.00 ,0.00 ,6.00 ,0.00 ,Summer,2011
ECE 4112,3.27 ,29.00 ,61.00 ,4.00 ,0.00 ,0.00 ,7.00 ,Fall,2009
ECE 4112,3.47 ,50.00 ,47.00 ,3.00 ,0.00 ,0.00 ,0.00 ,Spring,2008
ECE 4112,3.67 ,64.00 ,32.00 ,0.00 ,0.00 ,0.00 ,5.00 ,Spring,2009
ECE 4112,3.55 ,52.00 ,42.00 ,0.00 ,0.00 ,0.00 ,6.00 ,Spring,2010
ECE 4112,3.45 ,44.00 ,54.00 ,0.00 ,0.00 ,0.00 ,2.00 ,Spring,2011
ECE 4112,3.39 ,38.00 ,58.00 ,0.00 ,0.00 ,0.00 ,5.00 ,Spring,2012
LCC 3208,3.29 ,48.00 ,33.00 ,19.00 ,0.00 ,0.00 ,0.00 ,Fall,2010
LCC 3204,3.78 ,78.00 ,22.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
LCC 3204,3.81 ,81.00 ,19.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
LCC 3204,3.87 ,87.00 ,13.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2010
LCC 3204,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2011
LCC 3204,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
LCC 3204,4.00 ,96.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.00 ,Spring,2008
LCC 3204,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
LCC 3204,3.79 ,79.00 ,21.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2010
LCC 3204,3.60 ,60.00 ,40.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2011
LCC 3204,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2012
LCC 3204,4.00 ,95.00 ,0.00 ,0.00 ,0.00 ,0.00 ,5.00 ,Spring,2013
LCC 3206,3.44 ,40.00 ,51.00 ,0.00 ,0.00 ,0.00 ,9.00 ,Fall,2009
LCC 3206,3.45 ,43.00 ,51.00 ,0.00 ,0.00 ,0.00 ,6.00 ,Fall,2010
LCC 3206,3.69 ,69.00 ,31.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2011
LCC 3206,3.41 ,50.00 ,41.00 ,9.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
LCC 3206,3.87 ,85.00 ,13.00 ,0.00 ,0.00 ,0.00 ,3.00 ,Spring,2008
LCC 3206,3.60 ,60.00 ,40.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2011
LCC 3206,3.66 ,66.00 ,34.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
SPAN 4101,3.63 ,42.00 ,25.00 ,0.00 ,0.00 ,0.00 ,17.00 ,Fall,2009
SPAN 4101,3.79 ,73.00 ,20.00 ,0.00 ,0.00 ,0.00 ,7.00 ,Spring,2010
LCC 3202,3.13 ,23.00 ,58.00 ,12.00 ,0.00 ,0.00 ,8.00 ,Fall,2008
LCC 3202,3.07 ,26.00 ,35.00 ,21.00 ,0.00 ,0.00 ,18.00 ,Fall,2010
LCC 3202,2.92 ,21.00 ,45.00 ,17.00 ,0.00 ,3.00 ,14.00 ,Spring,2008
LCC 3202,2.91 ,20.00 ,60.00 ,11.00 ,0.00 ,6.00 ,3.00 ,Spring,2009
LCC 3202,3.29 ,50.00 ,33.00 ,8.50 ,1.50 ,4.00 ,3.00 ,Spring,2010
LCC 3202,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2010
LCC 3202,3.44 ,67.00 ,11.00 ,22.00 ,0.00 ,0.00 ,0.00 ,Summer,2013
ME 3141,3.53 ,53.00 ,47.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2010
ME 3141,3.50 ,60.00 ,30.00 ,10.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
ME 3141,3.68 ,62.00 ,30.50 ,0.00 ,0.00 ,0.00 ,7.00 ,Spring,2010
ME 3141,3.45 ,50.50 ,40.50 ,6.50 ,0.00 ,0.00 ,3.00 ,Spring,2012
ME 3141,3.67 ,67.00 ,33.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
ECON 4910,3.00 ,58.25 ,0.00 ,33.25 ,0.00 ,8.25 ,0.00 ,Fall,2008
ECON 4910,3.75 ,75.00 ,25.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
ECON 4910,3.70 ,75.00 ,10.00 ,10.00 ,0.00 ,0.00 ,5.00 ,Fall,2010
ECON 4910,3.75 ,75.00 ,25.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2011
ECON 4910,3.80 ,93.40 ,0.00 ,0.00 ,6.60 ,0.00 ,0.00 ,Fall,2012
ECON 4910,3.63 ,63.40 ,36.60 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2008
ECON 4910,3.76 ,75.89 ,24.11 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
ECON 4910,3.44 ,72.22 ,11.11 ,11.11 ,0.00 ,5.56 ,0.00 ,Spring,2010
ECON 4910,3.72 ,86.11 ,0.00 ,13.89 ,0.00 ,0.00 ,0.00 ,Spring,2011
ECON 4910,3.93 ,92.80 ,7.20 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2012
ECON 4910,3.67 ,76.70 ,20.00 ,0.00 ,0.00 ,3.30 ,0.00 ,Spring,2013
ECON 4910,3.25 ,50.00 ,25.00 ,25.00 ,0.00 ,0.00 ,0.00 ,Summer,2008
ECON 4910,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2010
ECON 4910,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2011
ECON 4910,3.67 ,66.67 ,33.33 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2012
ECON 4910,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2013
PUBP 3120,3.00 ,32.00 ,36.00 ,24.00 ,4.00 ,0.00 ,4.00 ,Fall,2009
PUBP 3120,3.18 ,16.00 ,74.00 ,0.00 ,0.00 ,0.00 ,11.00 ,Fall,2010
PUBP 3120,3.10 ,22.00 ,52.00 ,13.00 ,0.00 ,0.00 ,9.00 ,Fall,2011
PUBP 3120,3.39 ,45.00 ,35.00 ,10.00 ,0.00 ,0.00 ,5.00 ,Fall,2012
ECON 4311,3.58 ,50.00 ,36.00 ,0.00 ,0.00 ,0.00 ,11.00 ,Fall,2008
ECON 4311,2.90 ,26.00 ,34.00 ,23.00 ,6.00 ,0.00 ,6.00 ,Fall,2009
ECON 4311,3.50 ,44.00 ,32.00 ,4.00 ,0.00 ,0.00 ,8.00 ,Fall,2010
ECON 4311,3.25 ,32.00 ,32.00 ,13.00 ,0.00 ,0.00 ,16.00 ,Fall,2012
JAPN 4123,3.40 ,70.00 ,20.00 ,0.00 ,0.00 ,10.00 ,0.00 ,Fall,2008
JAPN 4123,3.33 ,38.00 ,25.00 ,13.00 ,0.00 ,0.00 ,0.00 ,Fall,2010
JAPN 4123,3.90 ,75.00 ,8.00 ,0.00 ,0.00 ,0.00 ,8.00 ,Fall,2012
CEE 4330,3.05 ,30.00 ,46.00 ,24.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
CEE 4330,3.05 ,32.00 ,43.00 ,14.00 ,7.00 ,0.00 ,5.00 ,Fall,2009
CEE 4330,3.15 ,38.00 ,38.00 ,14.00 ,0.00 ,3.00 ,7.00 ,Fall,2010
CEE 4330,3.35 ,54.00 ,33.00 ,9.00 ,2.00 ,2.00 ,0.00 ,Fall,2011
CEE 4330,3.14 ,30.50 ,59.00 ,2.50 ,3.50 ,2.50 ,2.50 ,Fall,2012
MUSI 1112,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
MUSI 1112,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
MUSI 1112,4.00 ,78.00 ,0.00 ,0.00 ,0.00 ,0.00 ,22.00 ,Fall,2010
MUSI 1112,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2011
MUSI 1112,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
MUSI 1113,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2008
MUSI 1113,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
MUSI 1113,4.00 ,93.00 ,0.00 ,0.00 ,0.00 ,0.00 ,7.00 ,Spring,2010
MUSI 1113,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2011
MUSI 1113,4.00 ,97.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.00 ,Spring,2012
MUSI 1113,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
ISYE 2699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
ISYE 2699,3.00 ,0.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2010
ISYE 2699,3.67 ,66.67 ,33.33 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2011
ISYE 2699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
ISYE 2699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2010
ISYE 2699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2011
ISYE 2699,3.75 ,75.00 ,25.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2012
ISYE 2699,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
RUSS 1001,3.97 ,80.20 ,2.80 ,0.00 ,0.00 ,0.00 ,14.20 ,Fall,2008
RUSS 1001,3.86 ,77.00 ,10.00 ,1.33 ,0.00 ,0.00 ,10.67 ,Fall,2009
RUSS 1001,3.13 ,54.00 ,10.00 ,2.33 ,0.00 ,11.00 ,6.33 ,Fall,2010
RUSS 1001,3.71 ,83.33 ,5.00 ,2.67 ,0.00 ,4.33 ,5.00 ,Fall,2011
RUSS 1001,3.78 ,80.50 ,5.75 ,5.00 ,0.00 ,1.00 ,3.25 ,Fall,2012
RUSS 1001,3.33 ,35.67 ,41.67 ,9.67 ,0.00 ,0.00 ,13.00 ,Spring,2008
RUSS 1001,3.56 ,55.50 ,10.00 ,5.50 ,5.50 ,0.00 ,19.00 ,Spring,2009
RUSS 1001,3.22 ,53.00 ,19.00 ,0.00 ,0.00 ,8.50 ,11.00 ,Spring,2010
RUSS 1001,3.50 ,55.50 ,26.50 ,4.00 ,0.00 ,3.00 ,5.50 ,Spring,2011
RUSS 1001,3.79 ,83.00 ,6.00 ,2.00 ,0.00 ,2.00 ,4.50 ,Spring,2012
RUSS 1001,3.44 ,57.00 ,18.00 ,2.00 ,3.50 ,3.50 ,8.00 ,Spring,2013
RUSS 1001,2.33 ,13.00 ,13.00 ,0.00 ,0.00 ,13.00 ,25.00 ,Summer,2008
RUSS 1001,3.75 ,60.00 ,20.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2009
RUSS 1001,3.50 ,33.00 ,33.00 ,0.00 ,0.00 ,0.00 ,11.00 ,Summer,2010
RUSS 1001,3.73 ,77.00 ,0.00 ,0.00 ,8.00 ,0.00 ,15.00 ,Summer,2011
RUSS 1001,4.00 ,50.00 ,0.00 ,0.00 ,0.00 ,0.00 ,33.00 ,Summer,2012
RUSS 1001,4.00 ,67.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2013
MSL 2001,3.00 ,60.00 ,0.00 ,0.00 ,0.00 ,20.00 ,20.00 ,Fall,2008
MSL 2001,3.50 ,50.00 ,50.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
MSL 2001,3.75 ,78.00 ,0.00 ,11.00 ,0.00 ,0.00 ,11.00 ,Fall,2010
MSL 2001,3.67 ,64.00 ,9.00 ,9.00 ,0.00 ,0.00 ,18.00 ,Fall,2011
MSL 2001,3.88 ,88.00 ,13.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
MSL 2001,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
SPAN 4070,3.95 ,95.00 ,5.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
SPAN 4070,3.95 ,95.00 ,5.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2008
SPAN 4071,3.90 ,86.00 ,10.00 ,0.00 ,0.00 ,0.00 ,5.00 ,Spring,2009
ECE 4755,3.40 ,60.00 ,20.00 ,20.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
ECE 4755,3.57 ,57.00 ,43.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
ECE 4755,3.57 ,57.00 ,43.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2010
ECE 4755,3.67 ,67.00 ,33.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2011
ECE 4755,3.64 ,64.00 ,36.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
ECE 4754,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2008
ECE 4754,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
ECE 4754,3.60 ,60.00 ,40.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2010
ECE 4754,3.25 ,25.00 ,75.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2011
ECE 4754,3.67 ,67.00 ,33.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2012
ECE 4754,3.25 ,25.00 ,75.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
ECE 4753,3.81 ,81.25 ,18.75 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
ECE 4753,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
ECE 4753,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2010
ECE 4753,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2011
ECE 4753,3.75 ,75.00 ,25.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2009
ECE 4753,4.00 ,100.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Spring,2012
ECE 4753,3.80 ,80.00 ,20.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2013
ECE 4752,3.53 ,65.00 ,24.00 ,12.00 ,0.00 ,0.00 ,0.00 ,Fall,2008
ECE 4752,3.64 ,64.00 ,36.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2009
ECE 4752,3.56 ,56.00 ,44.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2010
ECE 4752,3.81 ,81.00 ,19.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Fall,2011
ECE 4752,3.46 ,56.00 ,28.00 ,12.00 ,0.00 ,0.00 ,0.00 ,Fall,2012
ECE 4752,3.20 ,55.00 ,18.00 ,9.00 ,0.00 ,9.00 ,9.00 ,Spring,2008
ECE 4752,3.30 ,42.00 ,25.00 ,17.00 ,0.00 ,0.00 ,17.00 ,Spring,2009
ECE 4752,2.91 ,42.00 ,0.00 ,50.00 ,0.00 ,0.00 ,8.00 ,Spring,2010
ECE 4752,3.55 ,58.00 ,25.00 ,8.00 ,0.00 ,0.00 ,8.00 ,Spring,2011
ECE 4752,3.50 ,59.00 ,24.00 ,12.00 ,0.00 ,0.00 ,0.00 ,Spring,2012
ECE 4752,3.43 ,52.00 ,39.00 ,9.00 ,0.00 ,0.00 ,0.00 ,Spring,2013
ECE 4752,3.93 ,93.00 ,7.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2008
ECE 4752,3.75 ,75.00 ,25.00 ,0.00 ,0.00 ,0.00 ,0.00 ,Summer,2009
ECE 4752,3.67 ,72.00 ,22.00 ,6.00 ,0.00 ,0.00 ,0.00 ,Summer,2010
ECE 4752,3.53 ,60.00 ,33.00 ,7.00 ,0.00 ,0.00 ,0.00 ,Summer,2011
